Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet,Gallery
ka-1100,true,KA-1100,Dual-mono Class-D subwoofer amplifier with DSP for Krix subs,"<h3>Silent, precision power for Krix subwoofers.</h3><p>The KA-1100 is Krix's first dedicated subwoofer amplifier, built around ICEpower Class-D modules and a custom 24-bit DSP. It pairs perfectly with MX-5, MX-10, Cyclonix 11 and Cyclonix 12 subwoofers, delivering high output with vanishingly low distortion.</p><ul><li>Three pre-configured DSP modes tuned for specific Krix subs, plus a general-purpose mode</li><li>Fan-less, silent operation with soft-limit protection for the drivers</li><li>Balanced and unbalanced inputs, 12V trigger, and removable rack ears for clean integration</li></ul><p>With a brushed aluminium fascia and slim chassis, the KA-1100 disappears into furniture or racks while taking full command of your subwoofer stage.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Supported subwoofers</td><td>MX-5, MX-10, Cyclonix 11, Cyclonix 12</td></tr><tr><td>Output power (single ch.)</td><td>700W RMS @ 4Ohm, 1% THD</td></tr><tr><td>Output power (both ch.)</td><td>550W RMS @ 4Ohm, 1% THD</td></tr><tr><td>Distortion (THD+N)</td><td>0.001% @ 200W, 4Ohm, 100Hz</td></tr><tr><td>Low-pass filter</td><td>50-200Hz (Modes 1-2); Bypass (Mode 3)</td></tr><tr><td>Input power</td><td>100-240V AC, 50/60Hz</td></tr><tr><td>Dimensions</td><td>480mm x 360mm x 97mm</td></tr><tr><td>Weight</td><td>5.3kg</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Front%20Hi-Res.png,KA-1100,krix,"cinema,audio",amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/ka-1100_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Angle%20Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Back%20Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Front%20Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Front%20Panel%20Brackets%20Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Amplifiers/KA-1100/KA-1100%20Front%20Panel%20Hi-Res.png"
megaphonix-in-room,true,Megaphonix In-Room,High-output freestanding cinema speaker engineered for dedicated theatres,"<h3>Cinema-grade dynamics, room-friendly footprint.</h3><p>The Megaphonix In-Room is purpose-built for dedicated home cinemas, delivering the impact and dynamics of commercial sound without the need for massive amplification. A 255mm paper-cone bass driver and 26mm doped fabric dome tweeter sit behind a critically-damped, braced enclosure.</p><ul><li>95dB sensitivity makes the most of every amplifier watt</li><li>Proprietary waveguide for controlled 90 deg horizontal x 40 deg vertical dispersion</li><li>Custom rubber feet decouple the cabinet for clean, low-distortion bass</li></ul><p>Part of a coordinated five-speaker family, the Megaphonix In-Room lets you build an all-Krix front stage or surround array in finishes from Cinema Black to bespoke wood grains.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>40Hz-20kHz (in-room)</td></tr><tr><td>Power handling</td><td>50-250W RMS recommended</td></tr><tr><td>Sensitivity</td><td>95dB @ 2.83V / 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Configuration</td><td>2-way, bass reflex, front vented</td></tr><tr><td>Bass driver</td><td>255mm paper cone, 50mm voice coil</td></tr><tr><td>Tweeter</td><td>26mm doped fabric dome</td></tr><tr><td>Crossover</td><td>1.8kHz</td></tr><tr><td>Dimensions</td><td>939mm H x 315mm W x 205mm D</td></tr><tr><td>Weight</td><td>19kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Freestanding/Megaphonix%20In-Room/megaphonix_in-room_hi-res.png,Megaphonix In-Room,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Freestanding/Megaphonix%20In-Room/megaphonix-in-room_datasheet.pdf,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Freestanding/Megaphonix%20In-Room/megaphonix_in-room_hi-res.png
megaphonix-in-wall,true,Megaphonix In-Wall,In-wall cinema speaker built to hide behind acoustically transparent screens,"<h3>Disappear the speaker, keep the impact.</h3><p>The Megaphonix In-Wall brings the dynamics of Krix's commercial cinema heritage into a flush-mount package, ideal for installation behind acoustically transparent screens or as concealed front and surround speakers.</p><ul><li>255mm paper-cone bass driver with 50mm voice coil for low distortion at high SPL</li><li>26mm doped fabric dome tweeter on a 90 deg x 40 deg waveguide for consistent coverage</li><li>50-250W RMS handling and 95dB sensitivity for genuine cinema dynamics</li></ul><p>Supplied with or without grille, the Megaphonix In-Wall is part of a five-speaker family designed to give every seat the same uncoloured, full-bandwidth performance.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>40Hz-20kHz (in-room)</td></tr><tr><td>Power handling</td><td>50-250W RMS</td></tr><tr><td>Sensitivity</td><td>95dB @ 2.83V / 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Configuration</td><td>2-way, bass reflex, front vented</td></tr><tr><td>LF driver</td><td>255mm (10"") paper cone, 50mm voice coil</td></tr><tr><td>HF driver</td><td>26mm (1"") doped fabric dome</td></tr><tr><td>Crossover</td><td>1.8kHz</td></tr><tr><td>Cut-out</td><td>890mm H x 395mm W</td></tr><tr><td>Cabinet</td><td>885mm H x 390mm W x 150mm D</td></tr><tr><td>Weight</td><td>23kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Megaphonix%20In-Wall/megaphonix_in-wall_hi-res.png,Megaphonix In-Wall,krix,"cinema,audio","speaker,cinema,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Megaphonix%20In-Wall/megaphonix-in-wall_datasheet.pdf,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Megaphonix%20In-Wall/megaphonix_in-wall_hi-res.png
phonix-in-wall,true,Phonix In-Wall,"Compact in-wall surround for 5.1, 7.1 and immersive cinema","<h3>Surround effects you feel, not see.</h3><p>The Phonix In-Wall is designed to put you inside the action as a side, rear or ceiling effect speaker in 5.1, 7.1 and Dolby Atmos systems. It conceals neatly into studwork or cabinetry with a 1.6mm faceplate and optional black cloth grille.</p><ul><li>165mm laminated polypropylene bass driver with 33mm voice coil for low distortion at SPL</li><li>26mm ferro-fluid-cooled doped fabric dome tweeter for smooth, non-fatiguing highs</li><li>45Hz low-frequency extension and 50-150W RMS handling for demanding soundtracks</li></ul><p>Finishes range from Cinema Black through Studio colours and wood veneers, so the Phonix In-Wall blends seamlessly into any dedicated cinema build.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>45Hz-20kHz (-10dB)</td></tr><tr><td>Power handling</td><td>50-150W RMS</td></tr><tr><td>Sensitivity</td><td>88dB @ 2.83V / 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Configuration</td><td>2-way, bass reflex, front vented</td></tr><tr><td>LF driver</td><td>165mm laminated polypropylene, 33mm voice coil</td></tr><tr><td>HF driver</td><td>26mm doped fabric dome, ferro-fluid cooled</td></tr><tr><td>Crossover</td><td>1.8kHz</td></tr><tr><td>Cut-out</td><td>393mm H x 265mm W</td></tr><tr><td>Cabinet</td><td>388mm H x 260mm W x 120mm D</td></tr><tr><td>Weight</td><td>7kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Phonix%20In-Wall/phonix_in-wall_grille_hi-res.png,Phonix In-Wall,krix,"cinema,audio","speaker,cinema,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Phonix%20In-Wall/phonix-in-wall_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Phonix%20In-Wall/phonix_in-wall_grille_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/In-wall/Phonix%20In-Wall/phonix_in-wall_hi-res.png"
as-315,true,AS-315,Absorption spacer modules that widen the soundstage for MX systems,"<h3>Recreate the infinite baffle wall.</h3><p>The AS-315 absorption spacer modules sit between the LCR and subwoofer modules of an MX-5 or MX-10 system, recreating the Krix Infinite Baffle Wall concept used in commercial cinemas. Filled with acoustic absorbing material and finished to match, they expand the soundstage behind large acoustically transparent screens while taming reflections.</p><ul><li>Sold in pairs to keep the front stage symmetrical</li><li>Adds 630mm of width to the system footprint</li><li>Matches the height and depth of MX-5 / MX-10 modules for a continuous wall</li></ul><p>Strategically placed openings turn the spacers into effective bass traps, lifting overall articulation in dedicated cinema rooms.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Compatible systems</td><td>MX-5, MX-10</td></tr><tr><td>Sold in</td><td>Pairs</td></tr><tr><td>Width per module</td><td>315mm</td></tr><tr><td>Height (MX-5)</td><td>700mm</td></tr><tr><td>Height (MX-10)</td><td>940mm</td></tr><tr><td>Depth (MX-5)</td><td>190mm</td></tr><tr><td>Depth (MX-10)</td><td>205mm</td></tr><tr><td>Fill</td><td>Acoustic absorbing material</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/AS-315/AS-315.png,AS-315,krix,"cinema,audio",install-kit,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/AS-315/AS-315.png
mx-20-mk2,true,MX-20 Mk2,Modular cinema LCR system for compact dedicated theatres,"<h3>Modular cinema, refined for the mid-size theatre.</h3><p>The MX-20 Mk2 brings even greater power, clarity and control to compact dedicated cinemas, with a new 12-inch mid-bass driver and a high-output compression driver behind Krix's patented constant-directivity horn. Five slim modules of matched height install behind acoustically transparent screens to give every seat the same dynamic, articulate presentation.</p><ul><li>2-way LCR modules with 95dB sensitivity and 100-700W RMS handling</li><li>15-inch subwoofer modules with 96dB sensitivity and reversible cabinet orientation</li><li>Acoustic-absorbent front baffles reduce screen reflections and lift dialogue clarity</li></ul><p>Designed for rooms 4-7 metres deep with 105"" (16:9) or 130"" (21:9) minimum screens.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>LCR frequency range</td><td>40Hz-20kHz (in-room)</td></tr><tr><td>LCR power handling</td><td>100-700W RMS</td></tr><tr><td>LCR sensitivity</td><td>95dB @ 2.83V / 1m</td></tr><tr><td>LCR LF driver</td><td>300mm (12"") paper cone, 63.5mm voice coil</td></tr><tr><td>LCR HF driver</td><td>25mm throat compression, 35mm titanium diaphragm</td></tr><tr><td>LCR dimensions</td><td>1220mm H x 365mm W x 295mm D</td></tr><tr><td>LCR weight</td><td>31kg each</td></tr><tr><td>Subwoofer freq range</td><td>25Hz-200Hz</td></tr><tr><td>Subwoofer LF driver</td><td>380mm (15"") paper cone, 100mm voice coil</td></tr><tr><td>Subwoofer dimensions</td><td>1220mm H x 550mm W x 295mm D</td></tr><tr><td>Subwoofer weight</td><td>40kg each</td></tr><tr><td>Recommended room depth</td><td>4-7m</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-20%20Mk2/MX-20%20Mk2_Product_Image_Front.png,MX-20 Mk2,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-20%20Mk2/mx-20-mk2_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-20%20Mk2/MX-20%20Mk2%20product.PNG.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-20%20Mk2/MX-20%20Mk2_Product_Image_Front.png"
mx-30i,true,MX-30i,Modular cinema LCR with infra-bass subwoofers for medium to large rooms,"<h3>Cinematic accuracy, right into the seat.</h3><p>The MX-30i builds on Krix's award-winning MX-30 with new high-performance subwoofer modules that take low-frequency reproduction into true infrasonic territory. Designed for medium to large dedicated cinemas with acoustically transparent screens, it delivers movie soundtracks with supreme definition all the way through the picture.</p><ul><li>15-inch LCR modules with patented 90 deg x 40 deg horn, 98dB sensitivity and 100-700W RMS handling</li><li>18-inch DSP-controlled subwoofer modules extending to 15Hz (-3dB) and 10Hz with DSP</li><li>Five matched, slim-line modules drop into a single cavity for clean installation</li></ul><p>Recommended for rooms 5-14m deep with screens from 135"" (16:9) or 130"" (21:9).</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>LCR frequency range</td><td>38Hz-16kHz (in-room)</td></tr><tr><td>LCR power handling</td><td>100-700W RMS</td></tr><tr><td>LCR sensitivity</td><td>98dB @ 2.83V / 1m</td></tr><tr><td>LCR LF driver</td><td>380mm (15"") paper cone, 75mm voice coil</td></tr><tr><td>LCR HF driver</td><td>35mm compression on 90 deg x 40 deg horn</td></tr><tr><td>LCR dimensions</td><td>1220mm H x 550mm W x 335mm D</td></tr><tr><td>LCR weight</td><td>48kg each</td></tr><tr><td>Sub frequency range</td><td>10Hz-200Hz (with DSP)</td></tr><tr><td>Sub power handling</td><td>1500-3000W RMS</td></tr><tr><td>Sub LF driver</td><td>460mm (18"") treated paper cone, 100mm voice coil</td></tr><tr><td>Sub dimensions</td><td>1220mm H x 750mm W x 335mm D</td></tr><tr><td>Sub weight</td><td>55kg each</td></tr><tr><td>Recommended room depth</td><td>5-14m</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-30i/MX-30i_Product_Image_Front.png,MX-30i,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-30i/mx-30i_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-30i/MX-30i_Product_Image_Angle.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-30i/MX-30i_Product_Image_Front.png"
mx-40i,true,MX-40i,Reference 3-way modular LCR with infra-bass for premium cinemas,"<h3>Reference cinema, evolved.</h3><p>The MX-40i is the flagship modular system in Krix's dedicated cinema range, pairing the acclaimed MX-40 3-way bi-amped LCR modules with new infrasonic subwoofer modules for medium to large theatres. Engineered for acoustically transparent screens, it delivers astonishing dynamic range with precision across the whole seating area.</p><ul><li>3-way bi-amped LCR modules with patented 90 deg x 40 deg dual horn array</li><li>18-inch DSP-controlled subwoofer modules extending to 13Hz (-6dB)</li><li>Five slim, matched modules for clean cavity installation</li></ul><p>Best suited to rooms 5-14m deep with 135"" (16:9) or larger screens, and DSP-amplified subwoofer channels.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>LCR frequency range</td><td>38Hz-16kHz (in-room)</td></tr><tr><td>LCR configuration</td><td>3-way bi-amp, 400Hz active crossover</td></tr><tr><td>LCR LF power handling</td><td>100-700W RMS</td></tr><tr><td>LCR HF power handling</td><td>100-400W RMS</td></tr><tr><td>LCR LF sensitivity</td><td>98dB @ 2.83V / 1m</td></tr><tr><td>LCR HF sensitivity</td><td>101dB @ 2.83V / 1m</td></tr><tr><td>LCR LF driver</td><td>380mm paper cone, 75mm voice coil</td></tr><tr><td>LCR mid/HF driver</td><td>152mm mid + 35mm compression on dual 90 deg x 40 deg horn</td></tr><tr><td>LCR dimensions</td><td>1220mm H x 550mm W x 335mm D</td></tr><tr><td>LCR weight</td><td>65kg each</td></tr><tr><td>Sub frequency range</td><td>10Hz-200Hz (with DSP)</td></tr><tr><td>Sub power handling</td><td>1500-3000W RMS</td></tr><tr><td>Sub LF driver</td><td>460mm (18"") treated paper cone, 100mm voice coil, neodymium</td></tr><tr><td>Sub dimensions</td><td>1220mm H x 750mm W x 335mm D</td></tr><tr><td>Sub weight</td><td>55kg each</td></tr><tr><td>Recommended room depth</td><td>5-14m</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-40i/MX-40i%20Product%20Image_Front.png,MX-40i,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-40i/mx-40i_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-40i/MX-40i%20Product%20Image_Front.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MX-40i/MX_40i_Product_Image_Front.png"
mxi-118,true,MXi-118,18-inch infra-bass module for MX-30 and MX-40 cinema systems,"<h3>Hear and feel the lowest octave.</h3><p>The MXi-118 is a dedicated infra-bass module designed to integrate with existing MX-30 and MX-40 systems, taking low-frequency power and extension into true infrasonic territory for impact you can both hear and feel.</p><ul><li>Single 460mm (18"") treated paper cone with 100mm voice coil for high excursion</li><li>10Hz-200Hz (with DSP), 15Hz at -3dB, 13Hz at -6dB</li><li>Reversible cabinet with dual terminals to suit any room layout</li></ul><p>Module height and slim-line depth match the MX-30 and MX-40 LCR cabinets, so units can be deployed front, rear or distributed for tactile, even bass throughout the seating area.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>10Hz-200Hz (with DSP); 15Hz @ -3dB, 13Hz @ -6dB</td></tr><tr><td>Power handling</td><td>1500-3000W RMS</td></tr><tr><td>Sensitivity</td><td>100dB @ 2.83V / 1m (half space)</td></tr><tr><td>Impedance</td><td>4 Ohms</td></tr><tr><td>LF driver</td><td>460mm (18"") treated paper cone, 100mm voice coil</td></tr><tr><td>Dimensions</td><td>1220mm H x 750mm W x 335mm D</td></tr><tr><td>Weight</td><td>55kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MXi-118/MXi-118_Subwoofer_Front.png,MXi-118,krix,"cinema,audio","subwoofer,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MXi-118/mxi-118_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MXi-118/MXi-118_Subwoofer_Front.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/Modular/MXi-118/MXi-118_Subwoofer_angle.png"
megaphonix,true,Megaphonix,On-wall cinema speaker with 15deg angled baffle for surround duty,"<h3>Cinema surround impact, on the wall.</h3><p>The Megaphonix is engineered for on-wall use in dedicated home cinemas, with high power handling and high-sensitivity drivers optimised for surround sound effects. A 15-degree angled front baffle aims output toward the listening area when mounted as side or rear surrounds.</p><ul><li>255mm paper-cone bass driver with 50mm voice coil for low distortion</li><li>26mm doped fabric dome tweeter on a 90 deg x 40 deg waveguide for consistent dispersion</li><li>Braced, critically-damped cabinet with rear key-hook mounts and black grille</li></ul><p>The Megaphonix slots into a five-speaker family, allowing matched timbre across in-room, in-wall and on-wall positions.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>40Hz-20kHz (in-room)</td></tr><tr><td>Power handling</td><td>50-250W RMS</td></tr><tr><td>Sensitivity</td><td>95dB @ 2.83V / 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Configuration</td><td>2-way, bass reflex, top vented</td></tr><tr><td>LF driver</td><td>255mm paper cone, 50mm voice coil</td></tr><tr><td>HF driver</td><td>26mm doped fabric dome</td></tr><tr><td>Crossover</td><td>1.8kHz</td></tr><tr><td>Dimensions</td><td>560mm H x 390mm W x 321mm D</td></tr><tr><td>Weight</td><td>15kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/Megaphonix/megaphonix_hi-res.png,Megaphonix,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/Megaphonix/megaphonix_datasheet.pdf,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/Megaphonix/megaphonix_hi-res.png
owx-50,true,OWX-50,Compact on-wall cinema speaker with patented constant-directivity horn,"<h3>Big cinema performance, small footprint.</h3><p>The OWX-50 packs serious performance into a compact on-wall package. Its square baffle gives installers complete flexibility, working equally well as a screen, surround or overhead speaker without compromising acoustic behaviour.</p><ul><li>Dual 165mm paper-cone drivers paired with a patented short-throw constant-directivity horn</li><li>Adjustable bracket mounts flush or angles up to 30 degrees to aim the speaker at the listening position</li><li>97dB sensitivity and 50-500W RMS power handling for high-output cinema duty</li></ul><p>Integrated grille and sleek, space-saving design make the OWX-50 a clean architectural fit in any room.</p>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Frequency range</td><td>60Hz-20kHz (in-room)</td></tr><tr><td>Power handling</td><td>50-500W RMS</td></tr><tr><td>Sensitivity</td><td>97dB @ 2.83V / 1m</td></tr><tr><td>Impedance</td><td>4 Ohms</td></tr><tr><td>Configuration</td><td>2-way, bass reflex, front vented</td></tr><tr><td>LF driver</td><td>Dual 165mm (6.5"") paper cone</td></tr><tr><td>HF driver</td><td>1"" compression driver on patented constant-directivity horn</td></tr><tr><td>Crossover</td><td>1.9kHz</td></tr><tr><td>Dimensions</td><td>440mm H x 440mm W x 159mm D (with grille)</td></tr><tr><td>Weight</td><td>14.4kg each</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/OWX-50/OWX-50%20front%20without%20grille.png,OWX-50,krix,"cinema,audio","speaker,cinema",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/OWX-50/owx-50_datasheet.pdf,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/OWX-50/OWX-50%20back%20with%20bracket.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Dedicated%20Home%20Cinema%20Product%20Images/On-wall/OWX-50/OWX-50%20front%20without%20grille.png"
