"Slug",":draft","Title","Sub Title","Product Description","Technical Table","Thumbnail","Thumbnail:alt","Brand","Product Categories","Product Tags","Specsheet","Gallery"
"volcanix","false","Volcanix","The peak of home theatre bass delivery","<p>The Volcanix is positioned as the pinnacle of Krix&#x27;s home-theatre bass range. A massively powerful 305mm long-throw bass driver is at its heart, developed for high-level, low-frequency reinforcement. Krix&#x27;s own amplifier design uses ICEpower class D technology for improved efficiency and lower power consumption.</p><p>Simple controls and a back-lit LCD display (which fades after 45 seconds) make set-up easy, and it is offered in classic black woodgrain or five genuine timber veneer finishes.</p><ul><li><p>305mm long-throw bass driver with 50mm voice coil</p></li><li><p>Krix-designed ICEpower class D amplifier</p></li><li><p>Back-lit LCD control display; black woodgrain or timber veneer finishes</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Low-frequency driver</td><td>Nominal 305mm (12-inch) paper cone, 50mm (2-inch) long throw voice coil</td></tr><tr><td>Amplifier power</td><td>450 Watts RMS, 900 Watts maximum instantaneous</td></tr><tr><td>In-room response</td><td>15Hz - 200Hz</td></tr><tr><td>Output</td><td>125dB maximum SPL (in room)</td></tr><tr><td>Enclosure</td><td>Bass reflex, front vented</td></tr><tr><td>Dimensions</td><td>506mm H x 400mm W x 470mm D</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","",""
"volcanix-slim","false","Volcanix Slim","Slim home-cinema subwoofer for behind acoustically transparent screens","<p>The Volcanix Slim uses the same bass driver and class D amplifier as the award-winning Volcanix, but is redesigned to fit behind acoustically transparent screens or be mounted into shallow false baffle walls. It uses two large down-firing ports giving a 40% larger vent area than the standard Volcanix, for improved bass performance at higher volumes.</p><p>A front-mounted control panel with LED display allows easy adjustment, and proprietary Krix rubber feet improve acoustic isolation.</p><ul><li><p>Same 305mm driver and class D amp as the Volcanix in a slim cabinet</p></li><li><p>Dual down-firing ports with 40% larger vent area</p></li><li><p>Front-mounted control panel with LED display</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>305mm bass driver with 50mm long throw voice coil</td></tr><tr><td>Amplifier</td><td>Built-in ICEpower class D, 450 Watts RMS</td></tr><tr><td>In-room response</td><td>15Hz - 200Hz</td></tr><tr><td>Output</td><td>125dB maximum SPL (in room)</td></tr><tr><td>Dimensions</td><td>630mm H x 500mm W x 309mm D</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","",""
"seismix-3-mk7","false","Seismix 3 Mk7","Front-firing vented subwoofer with Krix-designed 275mm long-throw driver","<p>The Seismix 3 Mk7 is a front-firing, vented subwoofer featuring a Krix-designed 275mm long-throw bass driver developed for high-level low-frequency reinforcement. Enhanced geometry within the magnet structure increases linear cone travel by 30% and allows superior driver control.</p><p>A built-in high-performance class D amplifier delivers efficient output with lower power consumption.</p><ul><li><p>Krix-designed 275mm long-throw bass driver</p></li><li><p>Magnet geometry increases linear cone travel by 30%</p></li><li><p>Built-in high-performance class D amplifier</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>275mm (11-inch) doped paper cone, 50mm (2-inch) voice coil, vented magnet</td></tr><tr><td>Amplifier power</td><td>300 Watts RMS</td></tr><tr><td>Frequency response</td><td>22Hz - 200Hz</td></tr><tr><td>Enclosure</td><td>Bass reflex, front vented</td></tr><tr><td>Dimensions</td><td>450 x 360 x 410mm (H x W x D)</td></tr><tr><td>Weight</td><td>18kg</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","https://www.canhifi.com/Resources/UserManualEntity/FileName/Seismix-3-MK7-Specifications-Sheet-004_2022-07-12-14-04-52-575.pdf",""
"seismix-3d-mk2","false","Seismix 3D Mk2","Down-firing subwoofer with Krix-designed 275mm long-throw driver","<p>The Seismix 3D Mk2 is a down-firing subwoofer featuring a Krix-designed 275mm long-throw bass driver developed for high-level low-frequency reinforcement. Enhanced magnet geometry increases linear cone travel by 30% for superior driver control, and a built-in high-performance class D amplifier provides efficient output with lower power consumption.</p><p>Power features on/off signal sensing with a 15-minute delay before standby, and continuously variable 0-180 degree phase select.</p><ul><li><p>Krix-designed 275mm long-throw down-firing driver</p></li><li><p>Magnet geometry increases linear cone travel by 30%</p></li><li><p>Signal-sensing power and continuously variable phase control</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>Nominal 275mm (11-inch) doped paper cone, 50mm voice coil, vented magnet</td></tr><tr><td>Amplifier power</td><td>300 Watts RMS</td></tr><tr><td>Frequency response</td><td>22Hz - 200Hz</td></tr><tr><td>Output</td><td>122dB maximum SPL (in room)</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","",""
"seismix-1-mk6","false","Seismix 1 Mk6","Compact down-firing subwoofer with 200mm woofer and class D amp","<p>The Seismix 1 Mk6 is a compact down-firing subwoofer combining a 200mm doped-paper-cone woofer with a high-quality class D amplifier. It uses a bass reflex, down-firing-vent enclosure for deep bass in a small footprint.</p><ul><li><p>200mm doped paper cone woofer in a compact cabinet</p></li><li><p>High-quality built-in class D amplifier</p></li><li><p>Bass reflex, down-firing vent enclosure</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>200mm (8-inch) doped paper cone, 38mm voice coil, vented magnet</td></tr><tr><td>Amplifier power</td><td>350 Watts RMS, 700 Watts maximum instantaneous</td></tr><tr><td>Frequency range</td><td>25Hz - 200Hz (in room)</td></tr><tr><td>Output</td><td>116dB maximum SPL (in room)</td></tr><tr><td>Inputs</td><td>Stereo line-level RCA</td></tr><tr><td>Enclosure</td><td>Bass reflex, down-firing vent</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","",""
"seismix-1-evara","false","Seismix 1 Evara","Compact, stylish subwoofer from the Evara range","<p>The Seismix 1 Evara launched alongside the Equinox Evara bookshelf as part of Krix&#x27;s Evara line, blending the brand&#x27;s acoustic engineering with a contemporary aesthetic and compact footprint. It is a down-firing active subwoofer designed to deliver deep bass without dominating a room, suited to apartments and smaller living spaces, with a stylish matte finish in multiple colourways.</p><ul><li><p>Down-firing active subwoofer with compact footprint</p></li><li><p>Auto-sensing power, phase and filter adjustment, stereo RCA inputs</p></li><li><p>Matte finishes: Studio White, Black, Navy, Green, Charcoal; Australian Made</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>8-inch down-firing, 1.5-inch voice coil, vented magnet</td></tr><tr><td>Amplifier</td><td>350 Watts RMS, 700 Watts maximum instantaneous</td></tr><tr><td>In-room response</td><td>25Hz - 200Hz</td></tr><tr><td>Output</td><td>Up to 116dB</td></tr><tr><td>Controls</td><td>Signal-sensing power, continuously variable 0-180 phase, bypassable low-pass filter</td></tr></tbody></table>","","","krix","subwoofer","subwoofer","",""
"cyclonix-11","false","Cyclonix 11","Low-profile passive subwoofer with 275mm driver","<p>The Cyclonix 11 is a low-profile passive subwoofer requiring an external amplifier (connected via the LFE output of an AV processor or receiver). Its shallow-depth design can be positioned against walls or behind acoustically transparent screens, working as a support sub or standalone within a dedicated home cinema setup.</p><ul><li><p>Passive design driven by an external amplifier</p></li><li><p>Shallow-depth cabinet for flexible placement</p></li><li><p>Single down-firing vent for deep, controlled bass</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>275mm bass driver, 50mm voice coil, ventilated magnet</td></tr><tr><td>Vent</td><td>Single down-firing</td></tr><tr><td>Recommended amplifier power</td><td>200-350 Watts RMS</td></tr><tr><td>In-room response</td><td>30Hz - 200Hz</td></tr><tr><td>Sensitivity</td><td>90dB SPL (2.83V/1m)</td></tr></tbody></table>","","","krix","subwoofer","subwoofer, passive","",""
"cyclonix-12","false","Cyclonix 12","Low-profile passive subwoofer with 305mm driver and dual down-firing vents","<p>The Cyclonix 12 is a low-profile passive subwoofer with a 305mm long-throw driver and dual down-firing vents tuned for maximum output. Requiring an external amplifier, its shallow-depth design can be placed against walls or behind acoustically transparent screens for dedicated home cinema applications.</p><ul><li><p>305mm long-throw driver with dual down-firing vents</p></li><li><p>Passive design driven by an external amplifier</p></li><li><p>Low-profile cabinet for flexible placement</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>305mm (12-inch) paper cone, 50mm long throw voice coil, ventilated magnet</td></tr><tr><td>Vents</td><td>Dual down-firing</td></tr><tr><td>Recommended amplifier power</td><td>200-500 Watts RMS</td></tr><tr><td>In-room response</td><td>25Hz - 200Hz</td></tr><tr><td>Sensitivity</td><td>92dB SPL (2.83V/1m)</td></tr></tbody></table>","","","krix","subwoofer","subwoofer, passive","",""
"cyclonix-15","false","Cyclonix 15","High-output passive subwoofer with 380mm driver","<p>The Cyclonix 15 is a high-output passive subwoofer built around a 380mm bass driver with a 100mm edge-wound copper voice coil and dual spider assembly. Its front-firing vent and high-sensitivity driver are tuned for maximum output in demanding dedicated home cinema applications, driven by an external amplifier.</p><ul><li><p>380mm bass driver with 100mm edge-wound copper voice coil</p></li><li><p>Dual spider assembly and vented magnet for high output</p></li><li><p>Front-firing vent tuned for maximum output</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>380mm bass driver, 100mm edge-wound copper voice coil, dual spider, vented magnet</td></tr><tr><td>Vent</td><td>Front-firing</td></tr><tr><td>In-room response</td><td>25Hz - 200Hz</td></tr><tr><td>Recommended amplifier power</td><td>Up to 1400 Watts RMS</td></tr></tbody></table>","","","krix","subwoofer","subwoofer, passive","",""
"cyclonix-18","false","Cyclonix 18","Giant 455mm passive subwoofer for high drive-level applications","<p>The Cyclonix 18 is a giant passive subwoofer driven by a 455mm bass driver with a 100mm voice coil, powerful vented magnetic circuit and double spider assembly. Its dual front-vented enclosure is tuned for maximum output, with high-pass filter processing for driver protection in high drive-level dedicated cinema applications.</p><ul><li><p>455mm bass driver with 100mm voice coil and double spider</p></li><li><p>Dual front-vented enclosure tuned for maximum output</p></li><li><p>High-pass filter processing at 20Hz, 24dB/octave Butterworth</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>455mm bass driver, 100mm voice coil, vented magnetic circuit, double spider</td></tr><tr><td>Enclosure</td><td>Dual front-vented</td></tr><tr><td>Recommended amplifier power</td><td>200-1400 Watts RMS</td></tr><tr><td>Protection</td><td>High-pass filter at 20Hz, 24dB/octave Butterworth</td></tr></tbody></table>","","","krix","subwoofer","subwoofer, passive","",""
"lx-7","false","LX-7","Passive Linear LCR bar for screens 75 inches and above","<p>The LX-7 is a high-performance passive loudspeaker designed and built by Krix in South Australia, intended for TVs and screens of 75 inches and above. It combines left, centre and right channels in one bar and has no internal amplifiers - you supply three channels of amplification (typically from a multichannel AV receiver), avoiding the limitations of the low-powered amps in conventional soundbars.</p><p>It is intended to be paired with Krix subwoofer(s) for the lowest frequencies and is tonally matched to all Krix surround and overhead speakers. Available in standard and custom lengths.</p><ul><li><p>Three discrete L/C/R channels in one passive bar</p></li><li><p>No built-in amps - driven by your AV receiver or power amp</p></li><li><p>Tonally matched to Krix surround and overhead speakers; custom sizes available</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Bass driver (per channel)</td><td>165mm (6.5-inch) paper cone, 50mm voice coil</td></tr><tr><td>Tweeter (per channel)</td><td>26mm ferrofluid-cooled doped-fabric dome in 90x90 waveguide</td></tr><tr><td>Crossover</td><td>1.9kHz</td></tr><tr><td>Frequency response</td><td>60Hz - 20kHz (in room)</td></tr><tr><td>Impedance</td><td>Nominally 8 Ohms per channel</td></tr><tr><td>Sensitivity</td><td>92dB (2.83V/1m)</td></tr><tr><td>Recommended input power</td><td>50-250 Watts RMS</td></tr><tr><td>Dimensions</td><td>220mm H x 142mm D; lengths 1670mm (75-inch) to 2260mm (custom)</td></tr></tbody></table>","","","krix","soundbar","soundbar, lcr","",""
"neuphonix-mk2","false","Neuphonix Mk2","Krix's flagship floorstanding loudspeaker","<p>The Neuphonix Mk2 is Krix&#x27;s reference floorstander, a six-driver three-way design built around four custom 130mm bass drivers with oversized magnets, a dedicated 130mm midrange, and a ring-radiator tweeter. An extensive crossover of low-tolerance, high-grade components delivers an extended response out to 40kHz.</p><p>It is intended as both a high-fidelity 2-channel speaker and the front-left/right anchor of a Krix surround system.</p><ul><li><p>Six-driver, three-way reference floorstander</p></li><li><p>Four 130mm bass drivers, 130mm midrange and ring-radiator tweeter</p></li><li><p>Dual-chamber enclosure with sealed midrange and bass-reflex main chamber</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>6-driver, 3-way</td></tr><tr><td>Bass drivers</td><td>4 x 130mm (5-inch) coated paper cone</td></tr><tr><td>Midrange</td><td>130mm (5-inch) coated paper, copper shorting ring</td></tr><tr><td>Tweeter</td><td>26mm dual-concentric ring radiator with waveguide centre plug</td></tr><tr><td>Frequency response</td><td>30Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>50-300 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>90dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 4.9 Ohms)</td></tr><tr><td>Dimensions</td><td>1046mm H x 225mm W x 405mm D</td></tr><tr><td>Weight</td><td>30kg each</td></tr></tbody></table>","","","krix","floorstanding","floorstanding","",""
"harmonix-mk2","false","Harmonix Mk2","Three-way floorstander with rich detail, warm tone and deep bass","<p>The Harmonix Mk2 is a three-way floorstander using dual 165mm laminated polypropylene bass drivers in a dual-chamber enclosure (sealed midrange chamber with a bass-reflex main chamber). Front-facing ports let it sit close to a wall without compromising sound.</p><p>It is timbre-matched to the rest of the Krix range for seamless surround fidelity.</p><ul><li><p>Three-way design with dual 165mm laminated polypropylene bass drivers</p></li><li><p>Dual-chamber enclosure with front-facing ports for near-wall placement</p></li><li><p>Timbre-matched to the rest of the Krix range</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>3-way</td></tr><tr><td>Bass drivers</td><td>2 x 165mm (6.5-inch) laminated polypropylene cone</td></tr><tr><td>Frequency response</td><td>35Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>50-200 Watts RMS</td></tr><tr><td>Sensitivity</td><td>90dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3.1 Ohms)</td></tr><tr><td>Dimensions</td><td>1040mm H x 220mm W x 350mm D</td></tr></tbody></table>","","","krix","floorstanding","floorstanding","",""
"phoenix-mk2","false","Phoenix Mk2","Compact D'Appolito 2-way floorstander","<p>The Phoenix Mk2 is a slim 2-way D&#x27;Appolito floorstander (under 20cm wide) built around dual 165mm laminated polypropylene drivers with 33mm voice coils, flanking a dual-concentric tweeter.</p><p>It is positioned as the ideal home-entertainment floorstander for multi-channel or stereo listening where floor space is limited.</p><ul><li><p>Slim D&#x27;Appolito 2-way floorstander under 20cm wide</p></li><li><p>Dual 165mm laminated polypropylene drivers with 33mm voice coils</p></li><li><p>Dual-concentric tweeter with waveguide centre plug</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>D&#x27;Appolito, 2-way</td></tr><tr><td>Bass drivers</td><td>2 x 165mm (6.5-inch) laminated polypropylene cone</td></tr><tr><td>Tweeter</td><td>26mm dual-concentric with waveguide centre plug</td></tr><tr><td>Frequency response</td><td>35Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>50-200 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>91dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3.5 Ohms)</td></tr><tr><td>Dimensions</td><td>950mm H x 195mm W x 295mm D</td></tr></tbody></table>","","","krix","floorstanding","floorstanding","",""
