Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet
cyclonix-11,false,"CYCLONIX 11
","Low-profile, passive subwoofer","<h3>Description</h3><p>This low-profile, passive subwoofer will deliver formidable low frequency performance as a supporting subwoofer for an MX-5, or as a standalone subwoofer in a Series SX system.</p><p>The Cyclonix range of subwoofers are designed for edge-of-your-seat bass performance in dedicated home cinema rooms.</p><p>Their shallow depth allows them to be placed inconspicuously against a side or back wall as supporting subwoofers to a Series MX system. They can also be used as the main subwoofers in a dedicated home cinema system – either behind an acoustically transparent screen or elsewhere in the room.</p><p>The Cyclonix 11 has taken its design cues from the subwoofer modules in the MX-5 system, foregoing the acoustic absorbent material on the front baffle and instead offering an optional black cloth grille.</p><p>The 275mm bass driver features a 50mm voice coil with ventilated magnet system. The single down-firing vent is tuned to achieve maximum output, while the proprietary Krix rubber feet provide improved acoustic isolation on hard and soft floor surfaces.</p><p>A separate power amplifier is required for this subwoofer and can be connected to the LFE output of any AV processor or receiver.</p><p>For the ultimate cinema experience at home, play it through Krix.</p>",<p><br></p>,https://framerusercontent.com/images/tIA7WXCuS9zpjzx6oLWXEfdvtUQ.jpg,"CYCLONIX 11
",krix,audio,subwoofer,
megaphonix-centre-in-wall,false,"MEGAPHONIX CENTRE IN-WALL
","IN-WALL SPEAKER
","<h3>Description</h3><p>The Megaphonix In-Wall Centre is designed to be installed below televisions or non-acoustically transparent projector screens.</p><p>The Megaphonix In-Wall Centre is designed to be installed below televisions or non-acoustically transparent projector screens. Using high power handling and high sensitivity drivers, these speakers will deliver crystal clear dialogue and dynamic effects, for a real home cinema experience.</p><p>The 255mm bass driver has a 50mm voice coil and has been developed to offer low harmonic distortion, especially in the critical midband. The paper cone and surround of the bass driver have been developed to provide the smoothest possible response. The high frequency drive unit is a specially-damped, high power, 26mm doped fabric dome tweeter, and is coupled with Krix’s proprietary waveguide to provide consistently-maintained optimum dispersion of 90 degrees horizontal and 40 degrees vertical over the entire working bandwidth.</p><p>The combined high frequency response is exceptionally smooth and well controlled – a new benchmark in loudspeaker reproduction.</p><p>Finished with a powder coated steel front baffle for easy installation, the Megaphonix In-Wall Centre is the perfect answer for a concealed, horizontal installation while maintaining exceptional performance.</p><p>For the ultimate cinema experience at home, play it through Krix.</p>",,https://framerusercontent.com/images/gxpiu9FoKPvTpQuj9phywkyllM.jpg,"MEGAPHONIX CENTRE IN-WALL
",krix,audio,speaker,
mx-10,false,"MX-10
","MODULAR SYSTEM
","<h3>Description</h3><p>Designed for dedicated home cinemas with an acoustically transparent screen, the MX-10 is a superb choice for those seeking an involving cinema experience with crystal clear intelligibility, large dynamic range and powerful bass.</p><p>Designed for medium size dedicated cinema rooms, the MX-10 presents the next level of modular home cinema performance, housing the same Krix waveguide and mid-bass driver of its bigger brother, the MX-20.</p><p>The MX-10 comprises of five modules, all of which are the same height and a slim depth of just 205mm for simple installation into a wall cavity. The front baffle of each module is covered with an acoustic absorbent material to absorb any sound reflecting off the back of the screen or the room itself. This assists greatly with the acoustic treatment of the room to ensure better intelligibility and overall sound performance.</p><p>The main speakers feature a 255mm bass-mid driver which has a 50mm voice coil developed to offer low harmonic distortion, especially in the critical midband.</p><p>The high frequency drive unit is a damped, high power, 26mm doped fabric dome tweeter, coupled with a proprietary Krix waveguide, for optimum dispersion over the entire working bandwidth. Each subwoofer contains a large 305mm paper cone driver with a 50mm long throw voice coil developed for high level, low frequency reinforcement.</p><p>For the ultimate cinema experience at home, play it through Krix.</p>",,https://framerusercontent.com/images/1gwj3KQKEbqhsxsBCQnDgBdv30Q.jpg,"MX-10
",krix,audio,speaker,
as-200,false,AS-200,Spacer Module,"<h3>Description</h3><p>For large acoustically transparent screens you want to make sure that the sound matches the picture. Widen your soundstage and improve imaging with the AS200 module, compatible with the MX-20, MX-30 and MX-40 systems.</p><p>Recreate the Krix Infinite Baffle Wall used in commercial cinemas all over the world with the AS200 Absorption Spacer Modules, for the ultimate cinema experience at home.</p><p>Positioned between the main speakers and subwoofers of the MX-20, MX-30 or MX-40 speaker systems, the Absorption Spacer Modules are covered and filled with acoustic absorbing material, absorbing unwanted reflections and acting as a bass trap to enhance the overall acoustic performance of your speaker system.</p><p>At 200mm wide and the same height and depth as the MX modules, the AS200 ensures your soundstage fills the entire acoustically transparent screen when using a large or cinemascope screen.</p><p>Purchased in pairs to ensure the complete speaker system is symmetrical, a pair will add 400mm to the overall width of the system. Strategically positioned openings in the front baffle underneath the acoustic treatment also improve the module’s effectiveness.</p><p>For the ultimate cinema experience at home, play it through Krix.</p>",,https://framerusercontent.com/images/aEW40kFeC7celtgwNaqV7ZqzmR0.jpg,AS-200,krix,audio,speaker,
esoterix-altum,false,ESOTERIX ALTUM,BOOKSHELF SPEAKER,"<h3>Description</h3><p>This revolutionary new bookshelf speaker presents a delightfully detailed, open soundstage with a tight and punchy bottom end. Designed for two channel stereo listening, this speaker will surprise and excite those looking for the next wave in high fidelity audio performance.</p><p>The ultimate bookshelf speaker for esoteric audiophiles. The Esoterix Altum is a refined speaker, designed to truly enhance the full two channel listening experience, whether playing old favourites on vinyl, or enjoying the definition and detail of the latest high resolution digital tracks.</p><p>In developing this revolutionary speaker, the Krix engineering team paid particular attention to imaging – the meticulously engineered waveguide controls the directivity to present a soundstage much larger than expected. Paired with the renowned Scanspeak Revelator tweeter, the result is an accurate and detailed stereo image, delivering extreme definition with a very smooth response.</p><p>The bass and midrange are superbly handled by a 165mm driver incorporating leading edge transducer technology, highlighted by an innovative cast aluminium basket and a large neodymium-iron-boron magnet for increased power handling. Perfectly tuned with the cabinet and sizable double-flared vent, the Esoterix Altum is able to produce bass much larger than its size would suggest.</p><p>Detail isn’t only in the sound. The distinctive fully-mitred cabinets provide a seamless look with no visible joins, while the striking prismatic geometry and optional matching stands ensure these bookshelf speakers will look stunning in any environment.</p><p>For the ultimate sound experience at home, play it through Krix.</p>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way</td></tr><tr><td>Bass/midrange</td><td>165mm (cast aluminium basket, NdFeB magnet)</td></tr><tr><td>Tweeter</td><td>ScanSpeak Revelator</td></tr><tr><td>Frequency response</td><td>40Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-200 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>89dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 4 Ohms (minimum 3.2 Ohms)</td></tr><tr><td>Dimensions</td><td>390mm H x 260mm W x 380mm D</td></tr></tbody></table></figure>",https://framerusercontent.com/images/UbBCd3rymMJvdZ8IK2QObpB0.jpg,ESOTERIX ALTUM,krix,audio,speaker,
vortex-mk2,false,VORTEX MK2,Centre Channel,"<p dir=""auto"">Discover the benefits of a 3-way design. Paired with the Harmonix Mk2, this centre channel speaker presents the ultimate in realism.</p>","<p dir=""auto""><br></p><img alt="""" src=""https://framerusercontent.com/images/EqKavB6YM58N5fSzy8NiqMLs6w.png""><p dir=""auto"">With a design based on the highly successful Harmonix Mk2, the Vortex Mk2 delivers vocal clarity, midrange depth and a dynamic bass response. The vertical arrangement of the tweeter and midrange drivers eliminates phasing problems if seated off-axis, ensuring even sound distribution so that every seat in the room is a good one.</p><p dir=""auto"">The drivers are identical to the Krix floorstanding Harmonix Mk2 main speakers, providing perfect timbral matching, delivering a full soundstage that is seamless in its transition from left to right.</p><p dir=""auto"">Big, dual 165mm bass drivers come with heavy-duty voice coils, wound on high-powered aluminium formers, while the 130mm midrange driver has an oversized magnet for lower distortion. The 26mm high frequency driver, with its wave-guide plug, also ensures controlled directivity.</p><p dir=""auto"">The sonic strength of the Vortex Mk2 will provide your system with the ultimate in realism, ensuring your home theatre comes alive!</p><p dir=""auto"">For the ultimate sound experience at home, play it through Krix.</p>",https://framerusercontent.com/images/GmamNlmfzlHAsX1JckQy67PKY.jpg,VORTEX MK2,krix,audio,speaker,https://cdn-docs.av-iq.com/dataSheet/Vortex%20Mk2.pdf
hemispherix-sps,false,HEMISPHERIX SPS,"IN-CEILING SPEAKER
","<p dir=""auto""><strong>Description</strong></p><p dir=""auto"">Ideal for spaces where only one in-ceiling speaker is desired, the Hemispherix SPS (single point stereo) accepts both left and right channels of audio for playback of high fidelity music from just one speaker. Belonging to the ‘architectural series’ of Krix concealed speakers, it features a magnetic, slim bezel stainless steel grille.</p><img alt="""" src=""https://framerusercontent.com/images/dHuOEgW3GClozuhVZWyOHdEyvis.png""><p dir=""auto"">Part of the Krix Architectural Series (AS), the Hemispherix SPS is a single point stereo speaker with dual tweeters and a dual voice coil woofer, providing unsurpassed performance in a very compact package. Two inputs allow both left and right channels to be connected for stereo sound from a single speaker, making it ideal for use in applications where installing two speakers is not desired or practical. The product is therefore perfect for use in hallways, bathrooms, eaves, under balconies and other tight spaces.</p><p dir=""auto"">The Hemispherix SPS features a 125mm (5”) mid-bass driver with a durable polypropylene cone and an oversized, low distortion magnet system. Two high-grade 20mm (½”) ring radiator tweeters are mounted at opposing 20° angles, providing room-filling stereo sound.</p><p dir=""auto"">Manufactured from weather resistant materials and featuring a rust resistant stainless steel grille, the Hemispherix SPS is suitable for installation outside under alfresco areas and in eaves, or inside the house in bathrooms, ensuites, or any other room. The semi-enclosed design means that the moving parts of the speaker are protected from dust and other ceiling contaminants while providing excellent bass performance for such a low profile speaker.</p><p dir=""auto"">The paintable&nbsp;bezel grille, which is slim and attractively-styled,&nbsp;locks onto magnets&nbsp;at&nbsp;the&nbsp;front of the speaker for easy&nbsp;installation, delivering high fidelity sound with&nbsp;magical simplicity.</p><p dir=""auto"">For the ultimate sound experience at home, play it through Krix.</p>",<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Woofer</td><td>5-inch (130mm) dual voice coil</td></tr><tr><td>Tweeters</td><td>2 x 20mm ring radiator</td></tr><tr><td>Mounting depth</td><td>90mm</td></tr><tr><td>Weatherproofing</td><td>IP54 rated</td></tr></tbody></table></figure>,https://framerusercontent.com/images/ixNqQIt5BAFEK1bX0F5ZicGNrQ.jpg,HEMISPHERIX SPS,krix,audio,speaker,
epix,false,EPIX,"IN-WALL SPEAKER
","<p dir=""auto"">Appreciate the stunning realism of a high-end floorstanding or centre channel speaker with this uniquely designed in-wall speaker.</p>","<p dir=""auto""><strong>Description</strong></p><img alt="""" src=""https://framerusercontent.com/images/tT0C4rFFOLdWhoQP6qUdsiDmjc.png""><p dir=""auto"">For those who are serious about their sound experience, the Epix provides the high fidelity of Krix’s award-winning Neuphonix Mk2 and Epicentrix Mk2 speakers, in a uniquely designed package.</p><p dir=""auto"">Designed to fit into a standard 90mm frame, you can enjoy the stunning realism of high-end floorstanding speakers without the clutter.</p><p dir=""auto"">With a fully enclosed back box that maintains acoustic integrity and stops rear sound radiation from the drivers transferring to adjoining rooms, the Epix can be used in home theatre rooms, or multi-functional living environments in both stereo and surround sound systems.</p><p dir=""auto"">Its 3-way design features four custom-designed 130mm bass drivers, each with oversized magnets. An extensive crossover network – featuring only low tolerance, high grade components – beautifully matches the 130mm dedicated midrange and the high-grade 26mm ring radiator tweeter, which delivers an extended frequency response to 40kHz.</p><p dir=""auto"">The Epix provides the complete in-wall speaker for discerning listeners, available in vertical or horizontal configurations. Complete with mounting hardware, plasterboard edging, and a solidly braced enclosure, installation is in two stages. The back enclosure is supplied with a fake baffle so it can be installed at frame stage. Once the room is finished and dust-free, the fake baffle is removed and the baffle housing the drivers and crossover is mounted into the back enclosure.</p><p dir=""auto"">For the ultimate sound experience at home, play it through Krix.</p>",https://framerusercontent.com/images/HAYSsxOM1J7Tl15luCvqRn69Kyk.jpg,EPIX,krix,audio,speaker,
hyperphonix-45,false,"HYPERPHONIX 45
","ON-WALL SPEAKER
","<p dir=""auto"">The Hyperphonix 45 is a high power, high sensitivity surround and overhead speaker featuring a 45 degree baffle to deliver sound directly to your seat.</p>","<p dir=""auto"">A surround or overhead speaker can be called upon to deliver high-powered movie effects, from dinosaurs roaring overhead to helicopter blades crashing into steel buildings. The latest sound formats like Dolby Atmos and DTS:X rely on these speakers for dynamic, realistic and immersive sound. Directing these effects to the main seating area while providing incredible output capability is where the compact Hyperphonix 45 speaker excels.</p><p dir=""auto"">Installed vertically or horizontally, the Hyperphonix 45s unique bracket system allows the speaker to be aimed towards the main listening position. By angling the speaker baffle towards your seat the high frequency response is improved, therefore significantly less equalisation is required. Speaker locations that can benefit from an adjustable bracket are prevalent in almost all home cinemas - prime examples are the front wide, front height, top front, top rear, rear height and rear surround positions.</p><p dir=""auto"">The Hyperphonix 45 can also be installed ""flat"" to the wall for speaker positions that are more on-axis with the seating locations (eg. side surround) The speaker can also be mounted tightly into a corner.</p><p dir=""auto"">Perfectly suited to home cinema applications, the Hyperphonix 45 features a newly developed 90 x 90 Krix short throw waveguide which significantly improves dispersion characteristics and increases efficiency for very high output levels. The 165mm bass driver incorporates a huge 50mm voice coil designed for high-fidelity, high-output applications.</p><p dir=""auto"">Each speaker includes a fully adjustable bracket and black cloth grille with adjustable badge (horizontal or vertical orientation), ensuring the speaker looks great and is easy to install.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>",https://framerusercontent.com/images/b5JUXpzWazSgCnELj2L7aMow.jpg,"HYPERPHONIX 45
",krix,audio,speaker,
pix,false,PIX,"FREESTANDING SPEAKER
","<p dir=""auto"">These 2-way extreme speakers deliver an incredibly dynamic and effortless performance. Utilising commercial cinema technology, the Pix are capable of producing high sound pressure levels with pristine fidelity and extremely low distortion.</p><p dir=""auto"">Pix are serious main front speakers for dedicated home cinemas. Providing exceptionally high acoustic power output over an extremely wide frequency range, with low harmonic distortion and excellent power handling – evident in the third harmonic, in the critical 1kHz – 3kHz speech region. &nbsp;The smooth response, acoustic power and dynamic range of the Pix are features not often found in one speaker.</p>","<p dir=""auto""><strong>Description</strong></p><p dir=""auto"">The Pix features a 380mm high stiffness paper cone driver with a 75mm (3″) voice coil for increased linear excursion, and a powerful, vented magnet assembly designed for low distortion. Its specially engineered bass driver offers superb bass performance, high peak program power handling and high efficiency – capable of very high sound pressure levels. The massive ferrite magnet structure includes components engineered to achieve maximum efficiency. &nbsp;Symmetrical gap geometry, combined with large linear voice coil travel, ensures minimum distortion at all levels.</p><p dir=""auto"">For high frequencies, the Pix features Krix’s patented design, a 90 by 40 short throw horn, delivering optimum dispersion of 90 degrees horizontal and 40 degrees vertical, consistently maintained over the entire working bandwidth. It is driven by a compression driver with a 25mm throat, featuring a 35mm (1.4″) voice coil, coated titanium diaphragm and polyimide surround. &nbsp;The constant directivity means far less sound is reflected off of side walls and ceilings, ensuring sound energy is focused directly at the listening position for better clarity.</p><p dir=""auto"">The horn assembly is mounted to the bass cabinet with a solid mounting bracket, offering both vertical and horizontal tilt, while the crossover network – housed in the bass cabinet – uses professional grade, close tolerance components, for a smooth frequency response.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>",https://framerusercontent.com/images/OIkEDtJQaqRx5G6rTml2J9A538A.jpg,PIX,krix,audio,speaker,
megaphonix-flat,false,"MEGAPHONIX FLAT
","ON-WALL SPEAKER
","<p dir=""auto"">Mounted on wall as fronts or surrounds, the Megaphonix Flat delivers high quality dialogue and effects to bring you the movie soundtrack just as the director intended.</p>","<p dir=""auto"">The Megaphonix Flat speaker is designed specifically for on wall use in a dedicated home cinema, using high power handling and high sensitivity drivers. Delivering all the impact and dynamics you need for a real home cinema experience without the need for expensive AV equipment, the Megaphonix Flat will complete your cinema experience.</p><p dir=""auto"">The 255mm bass driver has a 50mm voice coil and has been developed to offer low harmonic distortion, especially in the critical midband. &nbsp;The paper cone and surround of the bass driver have been developed to provide the smoothest possible response.</p><p dir=""auto"">The high frequency drive unit is a specially-damped, high power, 26mm doped fabric dome tweeter, and is coupled with Krix’s proprietary waveguide to provide consistently-maintained optimum dispersion of 90 degrees horizontal and 40 degrees vertical over the entire bandwidth. The combined high frequency response is exceptionally smooth and well controlled – a new benchmark in loudspeaker reproduction.</p><p dir=""auto"">All contained in a slim-lined 162mm deep package, ensuring space behind the screen is kept to a minimum, the Megaphonix Flat enclosure is braced and critically damped to improve bass extension. It also comes with a black material grille and rear key hook mounts for easy installation.</p><p dir=""auto"">For those looking for space saving solutions, the Megaphonix Flat is the on wall member of a five-speaker family, allowing you to combine it with main or surround speakers for a connected, clear and smooth sound experience.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>",https://framerusercontent.com/images/Z8rbYrdADWjW9oTkrdWvXgzGEU.jpg,"MEGAPHONIX FLAT
",krix,audio,speaker,https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a60ba3d2e8cb8b1b3b4ac4_Megaphonix%20Flat%20Specifications%20sheet-002.pdf
scenix,false,"SCENIX
","IN-WALL SPEAKER
","<p dir=""auto"">Fitting within a standard 90mm wall cavity, the Scenix can be used as front speakers behind acoustically transparent screens or as surround speakers in a multi-channel setup.</p><p dir=""auto"">The Scenix provide a discreet solution for your dedicated home cinema, without sacrificing performance.</p><p dir=""auto"">A compact design in wall speaker modeled around Krix’s award-winning Acoustix Mk2 Bookshelf speaker, the Scenix uses the same symmetrical, three driver, two-way design to provide greater intelligibility and transparency across the frequency range – even when positioned in close proximity to the listener.</p><p dir=""auto"">The sealed enclosure ensures the cabinet dimensions remain compact, and with a total depth of 97mm, will fit ideally between standard 90mm stud framework – making it a versatile choice for many wall cavities.</p><p dir=""auto"">Offering low frequency extension to 80Hz, the Scenix will truly excel when paired with a complementary subwoofer. Dual 130mm bass drivers with 25mm vented magnet voice coils provide an exceptionally smooth response with low distortion, while the high frequency drive unit features a 26mm dual concentric diaphragm and wave-guide centre plug to ensure controlled directivity and a smooth, revealing upper treble.</p><p dir=""auto"">Heavily braced and critically damped for improved bass extension, the Scenix is finished with a powder coated steel front baffle for easy retrofitting into cabinetry and can be supplied with or without a grille, depending on whether it is placed in full view or behind an acoustically transparent screen.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>",,https://framerusercontent.com/images/i1YjVDXgGlBMlBYDxk15p7eWYU.jpg,"SCENIX
",krix,audio,speaker,
megaphonix,false,"MEGAPHONIX
","ON-WALL SPEAKER
","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For the biggest in home cinema surround sound, look no further. Effortless power and controlled dispersion mean surround effects will be delivered with stunning accuracy, weight and detail."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""type"":""PARAGRAPH"",""id"":""zg49z14786"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Designed specifically for on-wall use in dedicated home cinemas, the Megaphonix uses high power handling and high sensitivity drivers to deliver all the impact and dynamics you need for the ultimate cinematic effect."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""2kaim14832"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The 255mm bass driver has a 50mm voice coil and has been developed to offer low harmonic distortion, especially in the critical midband. The paper cone and surround of the bass driver have been developed to provide the smoothest possible response."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""fkimn14834"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The high frequency drive unit is a specially-damped, high power, 26mm doped fabric dome tweeter, and is coupled with Krix’s proprietary waveguide to provide consistently-maintained optimum dispersion of 90 degrees horizontal and 40 degrees vertical over the entire bandwidth. The combined high frequency response is exceptionally smooth and well controlled – a new benchmark in loudspeaker reproduction."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""9pomn14836"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Designed with a 15 degree angled front baffle, the Megaphonix is ideal for wall mounting for rear or side surrounds and provides excellent pattern control and audio coverage to all listening positions. The enclosures are braced and critically damped to improve bass extension, and come with a black material grille and rear key hook mounts for easy installation."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""7l2ft14838"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The Megaphonix is the on-wall member of a five-speaker family, allowing you to combine it with main or surround speakers for a connected, clear and smooth sound experience."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""0u0wn14840"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For the ultimate cinema experience at home, play it through Krix."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""782edd6c-8b4e-4bbc-885f-3e97b17bb5a0""},""documentStyle"":{}}</p>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>10-inch 2-way</td></tr><tr><td>Drivers</td><td>255mm bass driver, 50mm voice coil + 26mm doped fabric dome with proprietary waveguide</td></tr><tr><td>Dispersion</td><td>90 degrees horizontal / 40 degrees vertical</td></tr><tr><td>Frequency range</td><td>40Hz - 20kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS</td></tr><tr><td>Sensitivity</td><td>95dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr></tbody></table></figure>",,"MEGAPHONIX
",,,,https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a60ada0a2a68a957030e09_Megaphonix%20Specifications%20sheet-002.pdf
aquatix,false,AQUATIX,OUTDOOR SPEAKER,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Entertain friends and enhance your outdoor experience with these high performance, weather resistant speakers."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""type"":""PARAGRAPH"",""id"":""42nef10621"",""nodes"":[],""paragraphData"":{}},{""type"":""IMAGE"",""id"":""c9s5f10620"",""nodes"":[],""imageData"":{""containerData"":{""width"":{""custom"":""174""},""alignment"":""LEFT"",""textWrap"":true},""image"":{""src"":{""id"":""288096_019a9c108c4047929f14fd980cc8fa99~mv2.png""},""width"":222,""height"":133}}},{""type"":""PARAGRAPH"",""id"":""4opjo10622"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Good music makes the great outdoors even greater, and with the Aquatix you can enjoy your favourite albums in high definition outside."",""decorations"":[]}}],""paragraphData"":{}},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""pqlei10704"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Superbly designed and built tough enough to stand up to all kinds of weather conditions, the Aquatix allows you to enjoy concert quality background music in your backyard, thanks to a hefty 130mm bass driver matched with a 22mm damped mylar dome tweeter. A special treatment beneath the tweeter’s dome improves high frequency performance."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""m19a810706"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Ready for all kinds of weather, the UV stabilised polymer enclosure ensures the Aquatix remains sun resistant, while internal ribs reinforce and minimise panel resonance. Marine grade stainless steel hardware, with an aluminium grille and mounting bracket protect against corrosion, while a five-year warranty protects your investment in great outdoor sound."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""ghjj410708"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For the ultimate sound experience at home, play it through Krix."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""d9708098-c43a-4d7d-bc23-a9f49630b46a""},""documentStyle"":{}}</p>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>LF driver</td><td>Nominal 130mm (5-inch) polypropylene cone, rubber surround</td></tr><tr><td>HF driver</td><td>22mm (1-inch) damped mylar dome with phase plug</td></tr><tr><td>Frequency range</td><td>70Hz - 20kHz (on-wall response)</td></tr><tr><td>Power handling</td><td>20-100 Watts RMS recommended amplifier power</td></tr><tr><td>Sensitivity</td><td>87dB for 2.83V at 1m</td></tr><tr><td>Impedance</td><td>Nominally 8 Ohms (minimum 6.7 Ohms)</td></tr><tr><td>Weatherproofing</td><td>IP54 rated</td></tr></tbody></table></figure>",,AQUATIX,,,,
