"Slug",":draft","Title","Sub Title","Product Description","Technical Table","Thumbnail","Thumbnail:alt","Brand","Product Categories","Product Tags","Specsheet"
"proaudio-1632","false","ProAudio 1632","P8-PROAUDIO1632","<h3 dir=""auto"">Description</h3><p dir=""auto"">The ProAudio1632 DSP Pre-Amp Audio Matrix features 40 audio inputs alongside 32 analogue outputs and 32 digital outputs, enabling simultaneous audio distribution to multiple zones. Each output zone can be enhanced with built-in features including 5 band equaliser on each zone, adjustable volume and gain settings, subwoofer control, serial and TCP/IP control, lip sync delay and much more.</p><p dir=""auto"">ProAudio has been designed for the custom install AV market, in many cases the need for an audio receiver can be eliminated by using the audio features of the ProAudio™ Series.</p><p dir=""auto""><strong>KEY FEATURES</strong></p><ul dir=""auto""><li data-preset-tag=""p""><p>16x Stereo L/R Inputs</p></li><li data-preset-tag=""p""><p>16x Digital Coax Inputs</p></li><li data-preset-tag=""p""><p>8x Optical Inputs</p></li><li data-preset-tag=""p""><p>2x Doorbell/Pager Connection</p></li><li data-preset-tag=""p""><p>32x Stereo L/R Outputs</p></li><li data-preset-tag=""p""><p>32x Digital Coax Outputs</p></li><li data-preset-tag=""p""><p>12x 12V Triggers</p></li><li data-preset-tag=""p""><p>1x Ethernet</p></li><li data-preset-tag=""p""><p>1x RS232 Serial</p></li><li data-preset-tag=""p""><p>5-year Warranty</p></li></ul>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Detail</p></th></tr><tr><td><p dir=""auto"">Inputs</p></td><td><p dir=""auto"">16x Stereo L/R, 8x Optical, 16x Digital Coax (40 audio inputs total)</p></td></tr><tr><td><p dir=""auto"">Outputs</p></td><td><p dir=""auto"">32x Stereo L/R, 32x Digital Coax, 12x 12 V triggers, Doorbell/Paging</p></td></tr><tr><td><p dir=""auto"">Audio formats</p></td><td><p dir=""auto"">PCM, DD5.1, DTS (multichannel modes pass-through only)</p></td></tr><tr><td><p dir=""auto"">Equaliser</p></td><td><p dir=""auto"">5-band EQ per zone</p></td></tr><tr><td><p dir=""auto"">Volume</p></td><td><p dir=""auto"">-20 dB to +20 dB in 0.5 dB steps</p></td></tr><tr><td><p dir=""auto"">Lip-sync delay</p></td><td><p dir=""auto"">Up to 170 ms per zone</p></td></tr><tr><td><p dir=""auto"">Subwoofer control</p></td><td><p dir=""auto"">Yes, per zone</p></td></tr><tr><td><p dir=""auto"">Control</p></td><td><p dir=""auto"">TCP/IP, RS232; Control4 (OS2/OS3), Crestron, Elan, RTI, Savant</p></td></tr><tr><td><p dir=""auto"">Dimensions</p></td><td><p dir=""auto"">440 x 220 x 250 mm (5U)</p></td></tr><tr><td><p dir=""auto"">Weight</p></td><td><p dir=""auto"">3.7 kg</p></td></tr><tr><td><p dir=""auto"">Power</p></td><td><p dir=""auto"">12 V / 60 W</p></td></tr><tr><td><p dir=""auto"">Certifications</p></td><td><p dir=""auto"">UKCA, CE, FCC, RoHS</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/bxQ1sn7SnkL6b5KigOpVyoWbo.png","PulseEight ProAudio1632 DSP Audio Matrix rear panel","pulse-eight","audio","matrix",""
"air-62","false","AIR-62","Іnstallation speaker","<h3>Description</h3><p>AIR-62 is a passive installation speaker with extremely compact size, compact weight and numerous mounting options. AIR-62 features 6” woofer with 1,75” voice coil and is availabe in 8 and 16 Ohm versions.</p><p><strong>Product description:</strong></p><p>Іnstallation speaker</p><p><strong>Main features:</strong></p><p>• 150 W nominal power</p><p>• 6” woofer with 1,75” voice coil</p><p>• 1” HF driver with 1” voice coil</p><p>• 124 dB Max SPL</p><p>• VESA 75x75, M10 mounting points</p><p><br></p><p>1 pink noise, filtered according to AES 2 - 2012, crest factor 9 dB</p><p>2 based on transducer power measured according to AES 2 - 2012</p>","<figure><table><tbody><tr><td><p>Type</p></td><td><p>Іnstallation speaker</p></td></tr><tr><td><p><strong>Acoustical &amp; Electrical data</strong></p></td><td><p><br></p></td></tr><tr><td><p>Frequency response (-10dB)</p></td><td><p>90 - 18000 Hz</p></td></tr><tr><td><p>Max SPL&nbsp;1</p></td><td><p>124 dB</p></td></tr><tr><td><p>Sensitivity (1W/1m)</p></td><td><p>93 dB</p></td></tr><tr><td><p>LF Driver</p></td><td><p>6"", 1,75"" VC</p></td></tr><tr><td><p>HF Driver</p></td><td><p>1"", 1"" VC</p></td></tr><tr><td><p>Nominal Coverage Angle (Horizontal × Vertical)</p></td><td><p>80 x 60 deg</p></td></tr><tr><td><p>Impedance</p></td><td><p>8 / 16 Ohm</p></td></tr><tr><td><p>Nominal power&nbsp;2</p></td><td><p>150 W</p></td></tr><tr><td><p>Connectors</p></td><td><p>Phoenix</p></td></tr><tr><td><p><strong>Connections and physical data</strong></p></td><td><p><br></p></td></tr><tr><td><p>Dimensions (W x H x D)</p></td><td><p>270 x 356 x 233 mm</p></td></tr><tr><td><p>Net weight</p></td><td><p>6 kg</p></td></tr><tr><td><p>Shipping weight</p></td><td><p>7 kg</p></td></tr><tr><td><p>Mounting</p></td><td><p>VESA 75 x 75; 2 x M10 Mounting points; M10 safety point</p></td></tr><tr><td><p>Enclosure material</p></td><td><p>Plywood; wear-resistant paint</p></td></tr><tr><td><p>Speaker protection</p></td><td><p>Steel grill, acoustically transparent backing</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/m6b1XirvfeiXhcsXbyuBLdxMCh4.png","Black speaker with mesh grille and logo","mag-audio","audio","speaker","https://framerusercontent.com/assets/LtNNfsH4vNwQgvljcdXiJrmy2Q.pdf"
"as-325","false","AS-325","SPACER MODULE","<h3 dir=""auto"">Description</h3><p dir=""auto"">For large acoustically transparent screens you want to make sure that the sound matches the picture. Widen your soundstage and improve imaging with the AS325 module, compatible with the MX-20, MX-30 and MX-40 systems.</p><p dir=""auto"">Recreate the Krix Infinite Baffle Wall used in commercial cinemas all over the world with the AS325 Absorption Spacer Modules, for the ultimate cinema experience at home.</p><p dir=""auto"">Positioned between the main speakers and subwoofers of the MX-20, MX-30 or MX-40 speaker systems, the Absorption Spacer Modules are covered and filled with acoustic absorbing material, absorbing unwanted reflections and acting as a bass trap to enhance the overall acoustic performance of your speaker system.</p><p dir=""auto"">At 325mm wide and the same height and depth as the MX modules, the AS325 ensures your soundstage fills the entire acoustically transparent screen when using a large or cinemascope screen.</p><p dir=""auto"">Purchased in pairs to ensure the complete speaker system is symmetrical, a pair will add 650mm to the overall width of the system. Strategically positioned openings in the front baffle underneath the acoustic treatment also improve the module’s effectiveness.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Type</p></td><td><p dir=""auto"">Absorption spacer module (sold in pairs)</p></td></tr><tr><td><p dir=""auto"">Compatible Systems</p></td><td><p dir=""auto"">MX-20, MX-30, MX-40</p></td></tr><tr><td><p dir=""auto"">Construction</p></td><td><p dir=""auto"">Acoustic absorbing material with covered front baffle</p></td></tr><tr><td><p dir=""auto"">Function</p></td><td><p dir=""auto"">Widens soundstage, improves imaging, acts as bass trap</p></td></tr><tr><td><p dir=""auto"">Height</p></td><td><p dir=""auto"">1220mm</p></td></tr><tr><td><p dir=""auto"">Width</p></td><td><p dir=""auto"">325mm</p></td></tr><tr><td><p dir=""auto"">Depth (MX-20)</p></td><td><p dir=""auto"">295mm</p></td></tr><tr><td><p dir=""auto"">Depth (MX-30 / MX-40)</p></td><td><p dir=""auto"">335mm</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/p3pCQ4lHvViEuxsPsCCdtL669dM.jpg","Black tower speaker with perforated grille","krix","audio","speaker",""
"cs124","false","CS124","SMART AMP | 4 CHANNELS | 120 WATTS PER CHANNEL","<p dir=""auto"">The LEA Professional CS124 is a 4-channel half-rack Network CONNECT Series smart amplifier delivering 120 watts per channel at 4Ω, 8Ω, 25V, 70V, and 100V (60W at 2Ω). Its compact half-rack form factor makes it ideal for low-profile fixed-install applications such as retail, restaurants, conference rooms, and distributed background music where remote cloud management is required.</p><p dir=""auto"">Inputs include 4 balanced XLR and 4 unbalanced RCA on shared channels with selectable mic/line sensitivity. An Analog Devices Sigma 96kHz DSP with a 32-bit core provides 8-band parametric EQ per channel, crossovers up to 48 dB/octave, 100 ms output delay per channel, and real-time load monitoring. The amplifier connects via built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet, and is configured and monitored through the LEA CONNECT cloud platform, browser-based WebUI, SharkWare, or third-party APIs — no proprietary software downloads required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">60W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (25V / 70V / 100V)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Inputs</p></th><td><p dir=""auto"">4 balanced XLR + 4 unbalanced RCA (shared), selectable mic/line</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST 10/100 Ethernet</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sigma 96kHz, 32-bit core; 8-band parametric EQ/channel; up to 48 dB/oct crossovers; 100 ms delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, SharkWare, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">11.82"" × 8.58"" × 1.71"" (half-rack)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">7 lbs / 4.1 kg</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/MEsJPf6C2yFDLlW8fE2BNgKxaM.png","","lea","audio","amplifier",""
"ftbg2402sip","false","FTBG2402SIP","Wizard Bronze IP gold small 2 buttons, no camera, no keypad","<h3 dir=""auto"">Description</h3><p dir=""auto"">Looking for something special? The Wizard Bronze IP fills the needs of even the most demanding customer. This surface mounted or flush mounted unit is entirely made out of copper and can therefore be bronzed into different colours.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Series</p></td><td><p dir=""auto"">Wizard Bronze IP</p></td></tr><tr><td><p dir=""auto"">Finish</p></td><td><p dir=""auto"">Bronze gold (copper)</p></td></tr><tr><td><p dir=""auto"">Size</p></td><td><p dir=""auto"">Small</p></td></tr><tr><td><p dir=""auto"">Buttons</p></td><td><p dir=""auto"">2</p></td></tr><tr><td><p dir=""auto"">Camera</p></td><td><p dir=""auto"">No</p></td></tr><tr><td><p dir=""auto"">Keypad</p></td><td><p dir=""auto"">No</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/ViBMzczMS2hloJaYPykzFvwB1I.jpg","Brass intercom panel with keypad and lights","fasttel","audio","door-phone,outdoor,faceplates","https://framerusercontent.com/assets/m1gRFtTT8fIb676zS2J2hghyAU0.pdf"
"sc-bt-12","false","SC-BT-12","12-inch in-ground landscape subwoofer with waterproof buried enclosure","<h3 dir=""auto"">Bold outdoor performance with long-lasting durability.</h3><p dir=""auto"">Complete your outdoor listening experience and hear the rocking bass you've been missing with the Nice SC-BT-12 Landscape Subwoofer. Built from the same material used to distribute municipal water underground, its waterproof enclosure buries discreetly, leaving only a low-profile canopy that blends into the surroundings. The cabinet and port design are computer-optimized to deliver deep, distortion-free bass that fills your outdoor space.</p><ul dir=""auto""><li data-preset-tag=""p""><p>12"" mica-injected polypropylene woofer for deep, powerful low end</p></li><li data-preset-tag=""p""><p>Waterproof buried HDPE enclosure dunk-tested before it ships</p></li><li data-preset-tag=""p""><p>Up to 500W power handling with a low-impedance 8 Ohm design</p></li></ul><p dir=""auto""><strong>Built for the elements</strong></p><ul dir=""auto""><li data-preset-tag=""p""><p>High-flow port and canopy assembly spreads air in a 360-degree pattern to eliminate port noise</p></li><li data-preset-tag=""p""><p>Critter-proof aluminum mesh grille keeps water, dirt, bugs and animals out</p></li><li data-preset-tag=""p""><p>Discreet canopy blends naturally into landscaping</p></li></ul><p dir=""auto"">The largest of the Nice landscape subwoofers, ideal for filling expansive outdoor areas with full-range sound.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Woofer</p></td><td><p dir=""auto"">12"" (300mm) Mica-injected Polypropylene cone with NBR Surround</p></td></tr><tr><td><p dir=""auto"">Enclosure</p></td><td><p dir=""auto"">Waterproof HDPE buried enclosure with critter-proof port assembly</p></td></tr><tr><td><p dir=""auto"">Sensitivity</p></td><td><p dir=""auto"">86dB</p></td></tr><tr><td><p dir=""auto"">Frequency Response</p></td><td><p dir=""auto"">28Hz-120kHz +/- 3dB</p></td></tr><tr><td><p dir=""auto"">Power Handling</p></td><td><p dir=""auto"">Up to 500W</p></td></tr><tr><td><p dir=""auto"">Nominal Impedance</p></td><td><p dir=""auto"">8 Ohms</p></td></tr><tr><td><p dir=""auto"">Warranty</p></td><td><p dir=""auto"">5 Year</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/bcWbutEUwBu3XoT17Q2oYSEcgk.png","Black exhaust system component with a mushroom cap","nice","audio","subwoofer","https://framerusercontent.com/assets/O83pCgp6251kBcEsI43RwlBYo.pdf"
"ftbg2402skip","false","FTBG2402SKIP","Wizard Bronze IP gold small buttons, no camera, with keypad","<h3 dir=""auto"">Description</h3><p dir=""auto"">Looking for something special? The Wizard Bronze IP fills the needs of even the most demanding customer. This surface mounted or flush mounted unit is entirely made out of copper and can therefore be bronzed into different colours.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Series</p></td><td><p dir=""auto"">Wizard Bronze IP</p></td></tr><tr><td><p dir=""auto"">Finish</p></td><td><p dir=""auto"">Bronze gold (copper)</p></td></tr><tr><td><p dir=""auto"">Size</p></td><td><p dir=""auto"">Small</p></td></tr><tr><td><p dir=""auto"">Buttons</p></td><td><p dir=""auto"">2</p></td></tr><tr><td><p dir=""auto"">Camera</p></td><td><p dir=""auto"">No</p></td></tr><tr><td><p dir=""auto"">Keypad</p></td><td><p dir=""auto"">Yes</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/dWXRkd0yfnGUCDPfhPBRPc41Dek.jpg","Intercom panel with keypad and lights","fasttel","audio","door-phone,outdoor,faceplates","https://framerusercontent.com/assets/m1gRFtTT8fIb676zS2J2hghyAU0.pdf"
"sc2-ic6-tilt","false","SC2-IC6-TILT","Premium Toolless Architectural Speaker","<h3 dir=""auto"">Description</h3><p dir=""auto"">SC2-IC6-TILT</p><p dir=""auto""><strong>6.5inch In-Ceiling Speaker With 15 Degree Fixed Tilted Anodized Aluminum Woofer and Pivoting 1 Inch AccuAim Tweeter with Toolless Install</strong></p><p dir=""auto""><strong>Introducing Nice Premium Toolless Speakers:&nbsp;</strong>&nbsp;</p><p dir=""auto"">Nice speakers are an evolution of SpeakerCraft™- the inventor of architectural speakers. Nice is proud to build upon this legacy, leveraging decades of expertise and innovation to produce some of the finest products on the market.</p><p dir=""auto""><strong>Innovative Solutions</strong>&nbsp;</p><p dir=""auto""><br><strong>Nice SC 2</strong></p><p dir=""auto"">delivers high-performance for home entertainment and media. Deep anodized aluminum woofers and tweeters, Kapton former material, and an asymmetrical 3rd order crossover takes the series into the stratosphere. These lightweight and durable materials deliver low distortion, exceptional dynamics, and enhanced soundstage. Nonconductive Kapton improves magnetic field stability. The series 2 models include 6.5” down firing and fixed tilt, and 8” in-ceiling speakers, as well as a dual 5.25” in-wall speaker. The 8” model features a 1.25” tweeter! The crossover is an asymmetrical 2nd-order low pass filter on woofer 3rd-order high pass filter on tweeter, designed to optimize each driver’s performance with improved phase alignment with a 3-position tweeter level switch for fine tuning the high frequencies. Nice Premium Toolless Speakers deliver elevated audio performance with advanced materials, toolless installation, and uncompromised design. Encompassing three levels of performance across 14 models, the series delivers a solution for most architectural speaker applications. From whole home music, and media rooms, to dedicated home theaters, and even high-moisture environments like outdoor patios or bathrooms. The speakers in each level are voiced to work coherently within the range delivering a complimentary balanced and dynamic sound across all applications throughout the home. The entire range boasts a suite of innovative features and benefits. Proprietary AccuAim technology enables precise, lockable tweeter positioning for enhanced phase accuracy, XmaG extended pole pieces for improved symmetry, meticulously engineered high-end crossovers for optimized driver performance, and time saving ViseLock™ designed by Swarm- the latest generation toolless system for rapid and secure installations- up to 75% faster!</p><p dir=""auto""><br><br></p><p dir=""auto""><strong>AccuAim&nbsp;</strong>allows the tweeter to click-lock into a fixed angle that can be precisely replicated on other speakers in the system. This improves phase accuracy to pinpoint the sweet spot, and fine tune the soundstage.</p><p dir=""auto""><br><br></p><p dir=""auto""><strong>ViseLock™ designed by Swarm,</strong>allows a rapid toolless install with the benefits of a patented clamping system of spring-loaded doglegs that snap into place instantly, securing the speaker. Thumb- levered cinches, lock and hold the installation for added stability- preventing spring sag for many years of service.</p><p dir=""auto""><br><br></p><p dir=""auto""><strong>Go the extra mm</strong>Traditional pole pieces allow a magnetic gap in which the voice coil leaves the primary magnetic field resulting in non linier response and distortion, especially at higher levels.</p><p dir=""auto""><br><br></p><p dir=""auto""><strong>XmaG</strong>precision pole piece extends significantly beyond the woofer’s voice coil travel path ensuring a consistent magnetic field- this results in a more linear response at all levels, lower distortion and clearer, more accurate sound reproduction. Lound AND Clear!</p><p dir=""auto""><br><br></p><p dir=""auto""><strong>Metal is stronger than Plastic</strong>Custom designed metal frames are stiffer more, stable, with less transmission loss through the ceiling than typical injection molded frames.</p><p dir=""auto""><br><strong>Rust Resistant Grills</strong>All models include a paintable bezelless stainless-steel grill, which resists rust naturally. In-ceiling models include a round grill, with a square grill sold separately. In-wall models include a rectangular grill.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Type</p></td><td><p dir=""auto"">6.5"" 2-way in-ceiling, tilted (angled woofer)</p></td></tr><tr><td><p dir=""auto"">Series</p></td><td><p dir=""auto"">SpeakerCraft Series 2 (anodized ceramic / aluminum drivers)</p></td></tr><tr><td><p dir=""auto"">Woofer</p></td><td><p dir=""auto"">6.5"" anodized ceramic/aluminum, pivoting</p></td></tr><tr><td><p dir=""auto"">Tweeter</p></td><td><p dir=""auto"">1"" (25 mm) ceramic/aluminum AccuAim dome</p></td></tr><tr><td><p dir=""auto"">Frequency range</p></td><td><p dir=""auto"">46 Hz - 20 kHz</p></td></tr><tr><td><p dir=""auto"">Sensitivity</p></td><td><p dir=""auto"">90 dB SPL</p></td></tr><tr><td><p dir=""auto"">Recommended power</p></td><td><p dir=""auto"">30 - 135 W</p></td></tr><tr><td><p dir=""auto"">Impedance</p></td><td><p dir=""auto"">8 Ohm nominal (6.2 Ohm minimum)</p></td></tr><tr><td><p dir=""auto"">Cutout</p></td><td><p dir=""auto"">8-1/4"" (210 mm)</p></td></tr><tr><td><p dir=""auto"">Mounting</p></td><td><p dir=""auto"">Toolless ViseLock by Swarm</p></td></tr><tr><td><p dir=""auto"">Warranty</p></td><td><p dir=""auto"">5 years</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/nELRwpe1YU1YKb2K6glHdfCE7ak.png","Round speaker with blue accent details","nice","audio","speaker","https://framerusercontent.com/assets/XlvqUP3ulJAoL1N9wQE724Cfc.pdf"
"ft600sip-3","false","FT600SIP-3","Doorphone entry outdoor post 2 buttons","<h3 dir=""auto"">Description</h3><p dir=""auto"">The FT600SIP&nbsp; is a standalone outdoor station with 3 usable SIP accounts that can be activated simultaneously. Monitors FT600W and smartphone apps FT600APP can be ordered for this outpost in addition to using the 2nd sip account. The outpost has one push button</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">SIP accounts</p></td><td><p dir=""auto"">3 (simultaneous)</p></td></tr><tr><td><p dir=""auto"">Push buttons</p></td><td><p dir=""auto"">1</p></td></tr><tr><td><p dir=""auto"">Camera</p></td><td><p dir=""auto"">No</p></td></tr><tr><td><p dir=""auto"">Keypad</p></td><td><p dir=""auto"">No</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/Ibau5AfTLcDmiokeer9KkYahkY.jpg","Fasttel video intercom with three nameplates and bell icons","fasttel","audio","door-phone,outdoor","https://framerusercontent.com/assets/8XlrSGCP0cNIO1do5kgfkUk8tBY.pdf"
"fly-sub-12l","false","Fly-Sub-12L","Powered subwoofer","<h3 dir=""auto"">Description</h3><p dir=""auto"">Fly-Sub-12L is a convenient low-frequency supplement for Fly-6L system, based on 12’’ own-designed woofer. With built-in Powersoft amplifiers, this compact, but yet powerful system is a perfect kicker, capable to provide 1400W of power. With thoroughly designed hardware, Fly-Sub-12L can be flown or ground stacked, adjusting to any demand of the project given.&nbsp;</p><p dir=""auto""><strong>Product description:</strong></p><p dir=""auto"">Powered subwoofer</p><p dir=""auto""><strong>Main features:</strong><br><br><br></p><ul dir=""auto""><li data-preset-tag=""p""><p>1400W power</p></li><li data-preset-tag=""p""><p>Powersoft® amplifier</p></li><li data-preset-tag=""p""><p>Two 12” woofers&nbsp;with 2,5” voice coil</p></li><li data-preset-tag=""p""><p>134,5 dB Max SPL</p></li><li data-preset-tag=""p""><p>Flying frame</p><p><br><br><br></p></li></ul><figure><table><tbody><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto""><br><br></p></td><td><p dir=""auto""><br><br></p></td></tr></tbody></table></figure>","<figure><table><tbody><tr><td><p dir=""auto"">Type</p></td><td><p dir=""auto"">Powered subwoofer</p></td></tr><tr><td><p dir=""auto""><strong>Acoustical &amp; Electrical data</strong></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto"">Frequency response (-10dB)</p></td><td><p dir=""auto"">60 - 220 Hz</p></td></tr><tr><td><p dir=""auto"">Max SPL (calculated)</p></td><td><p dir=""auto"">134,5 dB</p></td></tr><tr><td><p dir=""auto"">LF Driver</p></td><td><p dir=""auto"">2 x 12”, 2,5"" VC</p></td></tr><tr><td><p dir=""auto"">Power</p></td><td><p dir=""auto"">1400 W</p></td></tr><tr><td><p dir=""auto"">Amplifier</p></td><td><p dir=""auto"">Class D; Fan cooling, DSP</p></td></tr><tr><td><p dir=""auto"">Input sensitivity</p></td><td><p dir=""auto"">+4 dBV</p></td></tr><tr><td><p dir=""auto"">Settings</p></td><td><p dir=""auto"">4 switchable presets</p></td></tr><tr><td><p dir=""auto"">Connectors</p></td><td><p dir=""auto"">XLR in + XLR out, Powercon mains in, Powercon mains out</p></td></tr><tr><td><p dir=""auto""><strong>Connections and physical data</strong></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto"">Dimensions (W x H x D)</p></td><td><p dir=""auto"">496 х 380 х 694 mm</p></td></tr><tr><td><p dir=""auto"">Net weight</p></td><td><p dir=""auto"">36 kg</p></td></tr><tr><td><p dir=""auto"">Shipping weight</p></td><td><p dir=""auto"">39 kg</p></td></tr><tr><td><p dir=""auto"">Mounting</p></td><td><p dir=""auto"">Integrated flying hardware</p></td></tr><tr><td><p dir=""auto"">Enclosure material</p></td><td><p dir=""auto"">Plywood; wear-resistant paint</p></td></tr><tr><td><p dir=""auto"">Grill</p></td><td><p dir=""auto"">Steel grill, acoustically transparent backing</p></td></tr><tr><td><p dir=""auto"">Color</p></td><td><p dir=""auto"">Black</p></td></tr></tbody></table></figure><p dir=""auto""><br><br></p><figure><table><tbody><tr><td><p dir=""auto"">Type</p></td><td><p dir=""auto"">Powered subwoofer</p></td></tr><tr><td><p dir=""auto""><strong>Acoustical &amp; Electrical data</strong></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto"">Frequency response (-10dB)</p></td><td><p dir=""auto"">60 - 220 Hz</p></td></tr><tr><td><p dir=""auto"">Max SPL (calculated)</p></td><td><p dir=""auto"">134,5 dB</p></td></tr><tr><td><p dir=""auto"">LF Driver</p></td><td><p dir=""auto"">2 x 12”, 2,5"" VC</p></td></tr><tr><td><p dir=""auto"">Power</p></td><td><p dir=""auto"">1400 W</p></td></tr><tr><td><p dir=""auto"">Amplifier</p></td><td><p dir=""auto"">Class D; Fan cooling, DSP</p></td></tr><tr><td><p dir=""auto"">Input sensitivity</p></td><td><p dir=""auto"">+4 dBV</p></td></tr><tr><td><p dir=""auto"">Settings</p></td><td><p dir=""auto"">4 switchable presets</p></td></tr><tr><td><p dir=""auto"">Connectors</p></td><td><p dir=""auto"">XLR in + XLR out, Powercon mains in, Powercon mains out</p></td></tr><tr><td><p dir=""auto""><strong>Connections and physical data</strong></p></td><td><p dir=""auto""><br><br></p></td></tr><tr><td><p dir=""auto"">Dimensions (W x H x D)</p></td><td><p dir=""auto"">496 х 380 х 694 mm</p></td></tr><tr><td><p dir=""auto"">Net weight</p></td><td><p dir=""auto"">36 kg</p></td></tr><tr><td><p dir=""auto"">Shipping weight</p></td><td><p dir=""auto"">39 kg</p></td></tr><tr><td><p dir=""auto"">Mounting</p></td><td><p dir=""auto"">Integrated flying hardware</p></td></tr><tr><td><p dir=""auto"">Enclosure material</p></td><td><p dir=""auto"">Plywood; wear-resistant paint</p></td></tr><tr><td><p dir=""auto"">Grill</p></td><td><p dir=""auto"">Steel grill, acoustically transparent backing</p></td></tr><tr><td><p dir=""auto"">Color</p></td><td><p dir=""auto"">Black</p></td></tr></tbody></table></figure>","https://framerusercontent.com/images/jiKsvSeCcQ7PBH4qfa44DIGdIA.jpg","Two black MAG FLY-SUB-L subwoofers stacked.","mag-audio","audio","subwoofer","https://framerusercontent.com/assets/New02u1WC45W3nWADeF0zbmls.pdf"
