"Slug",":draft","Title","Sub Title","Product Description","Technical Table","Thumbnail","Thumbnail:alt","Brand","Product Categories","Product Tags","Specsheet","Gallery"
"s218","true","S218","Flagship dual-18-inch vented subwoofer","<p>The S218 is MAG Audio&#x27;s flagship dual-18 vented subwoofer, compatible with MAG&#x27;s Uni-Preset technology so it pairs out-of-the-box with any MAG Audio speaker.</p><ul><li><p>Flagship dual 18-inch vented subwoofer</p></li><li><p>Uni-Preset compatibility with the MAG range</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>Dual 18-inch vented</td></tr><tr><td>Peak SPL</td><td>146 dB</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Subwoofer-series/S-218-main-400x400.jpg","S218","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/Subwoofer-series/S218_datasheet.pdf",""
"sub-h28","true","Sub H28","Dual-18-inch hybrid-horn subwoofer","<p>The Sub H28 is a passive hybrid-horn subwoofer using two high-power 18-inch neodymium woofers for high power handling and very high sensitivity, designed as the low-frequency companion to the HORNET 12 line array.</p><ul><li><p>Dual 18-inch neodymium hybrid-horn subwoofer</p></li><li><p>Very high sensitivity and output</p></li><li><p>Companion to the HORNET 12 line array</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>2 x 18-inch neodymium woofers</td></tr><tr><td>Peak SPL</td><td>up to 149.5 dB</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Subwoofer-series/Sub-H28-500x500-1000x1000.jpg","Sub H28","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/Subwoofer-series/Sub-H28.pdf",""
"air-s15","true","AIR-S15","15-inch installation subwoofer","<p>The AIR-S15 is a 15-inch installation subwoofer with a compact enclosure and versatile mounting brackets for indoor and outdoor use (IP variant available).</p><ul><li><p>15-inch installation subwoofer</p></li><li><p>Versatile mounting brackets</p></li><li><p>IP variant for outdoor use</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>15-inch with 4-inch voice coil</td></tr><tr><td>Nominal power</td><td>1000 W</td></tr><tr><td>Max SPL</td><td>136 dB</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-series/AIR-S15-main-1000x1000.jpg","AIR-S15","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/AIR-series/AIR-S15_datasheet.pdf",""
"air-s26a","true","AIR-S26A","Powered subcompact dual-6.5-inch installation subwoofer","<p>The AIR-S26A is the powered version of the ultra-compact AIR-S26 installation subwoofer, using two 6.5-inch high-excursion woofers with a built-in Class-D amplifier in a low-profile IP54 enclosure.</p><ul><li><p>Powered subcompact dual 6.5-inch install subwoofer</p></li><li><p>Built-in Class-D amplifier</p></li><li><p>Low 16.5 cm profile; IP54 rated</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>2 x 6.5-inch high-excursion (1.75-inch VC)</td></tr><tr><td>Amplifier</td><td>Built-in Class-D, 600 W nominal</td></tr><tr><td>Max SPL</td><td>122 dB (half-space)</td></tr><tr><td>Weatherproofing</td><td>IP54</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-C-series/AIR-S26A-main-1000x1000.jpg","AIR-S26A","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/AIR-C-series/AIR-S26A_datasheet.pdf",""
"cluster-s15","true","Cluster S15","15-inch installation subwoofer for the Cluster series","<p>The Cluster S15 is a vented-box installation subwoofer providing low-frequency support to the Cluster line array series, with integrated flying hardware.</p><ul><li><p>15-inch vented installation subwoofer</p></li><li><p>Integrated flying hardware</p></li><li><p>Low-frequency support for the Cluster series</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Driver</td><td>15-inch with 4-inch voice coil</td></tr><tr><td>Nominal power</td><td>1000 W</td></tr><tr><td>Max SPL</td><td>136 dB</td></tr><tr><td>Frequency range</td><td>37-300 Hz</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Cluster/Cluster-S15_main-400x400.jpg","Cluster S15","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/Cluster/Cluster-S15_datasheet.pdf",""
"io-6000","true","IO-6000","8-channel Class-D amplifier / system processor","<p>The IO-6000 is an 8-channel Class-D amplifier and system processor on MAG&#x27;s DANA PRO DSP platform, with a full matrix router, EQ, delay, AES3 inputs, Web UI and preloaded MAG speaker presets.</p><ul><li><p>8 x 750 W RMS at 4 Ohm</p></li><li><p>DANA PRO DSP: matrix router, EQ, delay</p></li><li><p>Analog + up to 16 AES3 inputs; Web UI</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Channels</td><td>8 x 750 W RMS at 4 Ohm</td></tr><tr><td>Processing</td><td>DANA PRO DSP platform</td></tr><tr><td>Inputs</td><td>Analog + up to 16 AES3 digital</td></tr><tr><td>Format</td><td>Class-D, 2U</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IO-6000-main-1000x1000.jpg","IO-6000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IO-6000-datasheet.pdf",""
"io-8000","true","IO-8000","8-channel Class-D amplifier / system processor","<p>The IO-8000 is an 8-channel Class-D amplifier and system processor on MAG&#x27;s DANA PRO DSP platform, with matrix routing, EQ, delay, AES3 inputs and a Web UI.</p><ul><li><p>8 x 1000 W RMS at 4 Ohm</p></li><li><p>DANA PRO DSP with matrix router and EQ</p></li><li><p>Analog + AES3 inputs; Web UI</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Channels</td><td>8 x 1000 W RMS at 4 Ohm</td></tr><tr><td>Processing</td><td>DANA PRO DSP platform</td></tr><tr><td>Format</td><td>Class-D, 2U</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IO-8000-main-1000x1000.jpg","IO-8000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IO-8000-datasheet.pdf",""
"io-16000","true","IO-16000","8-channel high-power Class-D amplifier / processor","<p>The IO-16000 is an 8-channel high-power Class-D amplifier and system processor on the DANA PRO DSP platform for large-scale systems.</p><ul><li><p>8 x 2000 W RMS at 4 Ohm</p></li><li><p>DANA PRO DSP processing</p></li><li><p>Class-D, 2U</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Channels</td><td>8 x 2000 W RMS at 4 Ohm</td></tr><tr><td>Processing</td><td>DANA PRO DSP platform</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IO-16000-main-1000x1000.jpg","IO-16000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IO-16000-datasheet.pdf",""
"iq-3000","true","IQ-3000","4-channel Class-D amplifier / system processor","<p>The IQ-3000 is a 4-channel Class-D amplifier and system processor on MAG&#x27;s DANA PRO DSP platform.</p><ul><li><p>4 x 750 W at 4 Ohm</p></li><li><p>DANA PRO DSP processing</p></li><li><p>Class-D, 2U</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Channels</td><td>4 x 750 W at 4 Ohm</td></tr><tr><td>Processing</td><td>DANA PRO DSP platform</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IQ-3000-main-400x400.jpg","IQ-3000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IQ-3000-datasheet.pdf",""
"iq-4000","true","IQ-4000","4-channel Class-D amplifier / system processor","<p>The IQ-4000 is a 4-channel Class-D amplifier and system processor on MAG&#x27;s DANA PRO DSP platform.</p><ul><li><p>4 x 1000 W at 4 Ohm</p></li><li><p>DANA PRO DSP processing</p></li><li><p>Class-D, 2U</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Channels</td><td>4 x 1000 W at 4 Ohm</td></tr><tr><td>Processing</td><td>DANA PRO DSP platform</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IQ-4000-main-1000x1000.jpg","IQ-4000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IQ-4000-datasheet.pdf",""
"air-122","true","AIR-122","Passive 12-inch coaxial installation loudspeaker","<p>AIR-122 is a passive installation system based on a 12-inch coaxial woofer. Compact size, light weight, and numerous mounting options make AIR-122 a high-usability system that achieves maximum performance per occupied space.</p><ul><li><p>12-inch coaxial driver with 96 dB sensitivity and 132 dB max SPL</p></li><li><p>80 x 80 degrees nominal coverage angle</p></li><li><p>VESA 100 x 100, dual M10 fly points, and M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>55 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>132 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>96 dB</td></tr><tr><td>LF Driver</td><td>12 in coaxial</td></tr><tr><td>Nominal Coverage Angle (H x V)</td><td>80 x 80 degrees</td></tr><tr><td>Impedance</td><td>4 / 8 Ohm</td></tr><tr><td>Nominal Power</td><td>500 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>470 x 554 x 344 mm</td></tr><tr><td>Net Weight</td><td>24 kg</td></tr><tr><td>Mounting</td><td>VESA 100 x 100; 2 x M10 points; M10 safety point</td></tr><tr><td>Enclosure Material</td><td>Plywood; wear-resistant paint</td></tr><tr><td>Speaker Protection</td><td>Steel grill, acoustically transparent backing</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-series/AIR-122-main-1000x1000.jpg","AIR-122","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-series/AIR-122_datasheet.pdf",""
"air-82","true","AIR-82","Compact passive 8-inch coaxial installation loudspeaker","<p>The passive installation speaker AIR-82 is extremely compact, featuring an 8-inch coaxial woofer. The model has numerous mounting options, providing usability for each and every project.</p><ul><li><p>8-inch coaxial driver with 94 dB sensitivity and 127 dB max SPL</p></li><li><p>90 x 90 degrees coverage with 4/8/16 Ohm impedance options</p></li><li><p>VESA 75 x 75, dual M10 fly points, and M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>80 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>127 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>94 dB</td></tr><tr><td>LF Driver</td><td>8 in coaxial</td></tr><tr><td>Coverage Angle (H x V)</td><td>90 x 90 degrees</td></tr><tr><td>Impedance</td><td>4 / 8 / 16 Ohm</td></tr><tr><td>Nominal Power</td><td>250 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>354 x 383 x 254 mm</td></tr><tr><td>Net Weight</td><td>9.5 kg</td></tr><tr><td>Mounting</td><td>VESA 75 x 75; 2 x M10 points; M10 safety point</td></tr><tr><td>Enclosure Material</td><td>Plywood with wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-series/AIR-82-main-1000x1000.jpg","AIR-82","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-series/AIR-82_datasheet.pdf",""
"air-c5","true","AIR-C5","Compact 5.25-inch two-way passive install speaker, IP54","<p>The compact yet powerful AIR-C5 is equipped with a 5.25-inch woofer and an HF driver on a rotatable horn. It is compatible with horizontal and vertical adjustable mountings and is available in both Hi-Z and Lo-Z versions.</p><ul><li><p>5.25-inch LF driver and 1-inch carbon fiber HF on rotatable horn</p></li><li><p>100 x 70 degrees coverage, 119.5 dB max SPL</p></li><li><p>IP54 weather-rated Polycomp enclosure with VESA 50 x 50 mounting</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>80 - 20,000 Hz</td></tr><tr><td>Max SPL</td><td>119.5 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>89 dB</td></tr><tr><td>LF Driver</td><td>5.25 in, 1.25 in VC</td></tr><tr><td>HF Driver</td><td>1 in carbon fiber diaphragm, 1 in VC, ND magnet</td></tr><tr><td>Nominal Coverage Angle (H x V)</td><td>100 x 70 degrees, rotatable horn</td></tr><tr><td>Impedance</td><td>16 Ohm</td></tr><tr><td>Nominal Power</td><td>70 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>160 x 277 x 157 mm</td></tr><tr><td>Net Weight</td><td>3.6 kg</td></tr><tr><td>Mounting</td><td>VESA 50 x 50; Safety mounting point</td></tr><tr><td>Weather Protection</td><td>IP54 rated</td></tr><tr><td>Enclosure Material</td><td>Polycomp, wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-C-series/AIR-C5-main-1000x1000.jpg","AIR-C5","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-C-series/AIR-C5_datasheet.pdf",""
"air-c6","true","AIR-C6","Compact 6.5-inch two-way passive install speaker, IP54","<p>Packing a powerful punch, AIR-C6 is based on a 6.5-inch woofer and an HF driver on a rotatable horn. This installation speaker offers versatile mounting and is available in 8 and 16 Ohm versions for flexible amplifier connection.</p><ul><li><p>6.5-inch LF driver with 1.35-inch VC HF on rotatable horn</p></li><li><p>90 x 60 degrees coverage, 125 dB max SPL, 150 W</p></li><li><p>IP54 Polycomp enclosure with VESA 75 x 75 mounting</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>80 - 20,000 Hz</td></tr><tr><td>Max SPL</td><td>125 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>91 dB</td></tr><tr><td>LF Driver</td><td>6.5 in, 1.75 in VC</td></tr><tr><td>HF Driver</td><td>0.75 in throat, 1.35 in VC</td></tr><tr><td>Coverage Angle (H x V)</td><td>90 x 60 degrees, rotatable horn</td></tr><tr><td>Impedance</td><td>8 Ohm or 16 Ohm</td></tr><tr><td>Nominal Power</td><td>150 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>350 x 200 x 200 mm</td></tr><tr><td>Net Weight</td><td>6.4 kg</td></tr><tr><td>Mounting</td><td>VESA 75 x 75; Safety mounting point</td></tr><tr><td>Weather Protection</td><td>IP54 rated</td></tr><tr><td>Enclosure Material</td><td>Polycomp, wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-C-series/AIR-C6-main-1000x1000.jpg","AIR-C6","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-C-series/AIR-C6_datasheet.pdf",""
"air-c8","true","AIR-C8","Powerful 8-inch two-way passive install speaker, IP54","<p>The most powerful AIR-C8 has a long-excursion 8-inch woofer and an HF driver on a rotatable horn. It is compatible with horizontal and vertical adjustable mountings and is available in 8 and 16 Ohm versions for optimal wiring and amplifier connection.</p><ul><li><p>8-inch long-excursion LF driver with 1.35-inch VC HF on rotatable horn</p></li><li><p>90 x 60 degrees coverage, 128 dB max SPL, 200 W</p></li><li><p>IP54 Polycomp enclosure with VESA 75 x 75 mounting</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>75 - 20,000 Hz</td></tr><tr><td>Max SPL</td><td>128 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>93 dB</td></tr><tr><td>LF Driver</td><td>8 in, 2 in VC</td></tr><tr><td>HF Driver</td><td>0.75 in throat, 1.35 in VC</td></tr><tr><td>Coverage Angle (H x V)</td><td>90 x 60 degrees, rotatable horn</td></tr><tr><td>Impedance</td><td>8 Ohm (AIR-C8-8); 16 Ohm (AIR-C8-16)</td></tr><tr><td>Nominal Power</td><td>200 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>417 x 240 x 242 mm</td></tr><tr><td>Net Weight</td><td>9.4 kg</td></tr><tr><td>Mounting</td><td>VESA 75 x 75; Safety mounting point</td></tr><tr><td>Weather Protection</td><td>IP54 rated</td></tr><tr><td>Enclosure Material</td><td>Polycomp, wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-C-series/AIR-C8-main-1000x1000.jpg","AIR-C8","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-C-series/AIR-C8_datasheet.pdf",""
"air-cx-10","true","AIR-CX-10","10-inch coaxial passive install loudspeaker, 90 x 90 coverage","<p>AIR-CX-10 is a 10-inch coaxial loudspeaker engineered for balanced output, clarity, and coverage in medium to large installations. The unit features a conical dispersion pattern suitable for varied mounting orientations and is compatible with pan-tilt brackets and VESA mounting systems.</p><ul><li><p>10-inch coaxial driver with 2.5-inch voice coil, 95 dB sensitivity</p></li><li><p>90 x 90 degrees nominal coverage, 120 dB max SPL</p></li><li><p>VESA 100 x 100, 8 x M10 fly points, M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive coaxial installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>65 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>120 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>95 dB</td></tr><tr><td>Driver</td><td>10 in coaxial, 2.5 in VC</td></tr><tr><td>Coverage Angle (H x V)</td><td>90 x 90 degrees</td></tr><tr><td>Impedance</td><td>4 / 8 / 16 Ohm</td></tr><tr><td>Nominal Power</td><td>300 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>305 x 460 x 278 mm</td></tr><tr><td>Net Weight</td><td>18.5 kg</td></tr><tr><td>Mounting</td><td>VESA 100 x 100; 8 x M10 points; M10 safety point</td></tr><tr><td>Enclosure Material</td><td>Plywood, MDF, polyurethane paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-CX-series/AIR-CX-10-main-1000x1000.JPG","AIR-CX-10","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-CX-series/AIR-CX10-datasheet.pdf",""
