Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet
cs84d,true,CS84D,SMART AMP WITH DANTE | 4 CH | 80 WATTS PER CH,"<p>The LEA Professional CS84D is a 4-channel Dante CONNECT Series smart amplifier delivering 80 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (40W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS84D straightforward to deploy and manage across zoned commercial audio.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>40W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>80W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>80W</td></tr><tr><th>Power per Channel (70V)</th><td>80W</td></tr><tr><th>Power per Channel (100V)</th><td>80W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS84D_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS84D — LEA Professional 4-channel 80W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-84d.pdf
cs88d,true,CS88D,SMART AMP WITH DANTE | 8 CH | 80 WATTS PER CH,"<p>The LEA Professional CS88D is a 8-channel Dante CONNECT Series smart amplifier delivering 80 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (40W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS88D straightforward to deploy and manage across high-density distributed-audio systems.</p>","<table><tbody><tr><th>Channels</th><td>8</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>40W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>80W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>80W</td></tr><tr><th>Power per Channel (70V)</th><td>80W</td></tr><tr><th>Power per Channel (100V)</th><td>80W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS88D_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS88D — LEA Professional 8-channel 80W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs164d,true,CS164D,SMART AMP WITH DANTE | 4 CH | 160 WATTS PER CH,"<p>The LEA Professional CS164D is a 4-channel Dante CONNECT Series smart amplifier delivering 160 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (80W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS164D straightforward to deploy and manage across zoned commercial audio.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>80W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>160W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>160W</td></tr><tr><th>Power per Channel (70V)</th><td>160W</td></tr><tr><th>Power per Channel (100V)</th><td>160W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS164D_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS164D — LEA Professional 4-channel 160W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-164d.pdf
cs168d,false,CS168D,SMART AMP WITH DANTE | 8 CH | 160 WATTS PER CH,"<p dir=""auto"">The LEA Professional CS168D is an 8-channel Dante CONNECT Series smart amplifier delivering 160 watts per channel at 4Ω, 8Ω, 70V, and 100V (80W at 2Ω). Its high channel count in a compact 1U chassis makes it ideal for zoned background music, distributed paging, conference centers, retail, and hospitality installations where many independent channels of Dante audio and remote cloud management are required.</p><p dir=""auto"">The amplifier provides 8 balanced analog inputs with selectable 26/34 dB sensitivity plus 8 × 8 Dante at 96/48 kHz (AES67 configurable via Dante Controller). An on-board Analog Devices Sigma 96kHz DSP with a 32-bit core supports 8-band parametric EQ per channel, crossovers up to 48 dB/octave, and real-time load monitoring. Through the LEA CONNECT cloud platform and browser-based WebUI, integrators can configure, monitor, and troubleshoot the system from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">8</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">80W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">160W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">160W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">160W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">8 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">8 × 8 Dante at 96 kHz or 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sigma 96kHz, 32-bit core; 8-band parametric EQ/channel; up to 48 dB/oct crossovers</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">14.25"" L × 19"" W × 1U (362 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">13.55 lbs / 6.15 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/XvKaA14PTZvJakJOwC5l9j4kC4.png,"Rackmount audio amplifier, front and back view",lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-168d.pdf
cs34,true,CS34,SMART AMP | 4 CHANNELS | 30 WATTS PER CHANNEL,"<p>The LEA Professional CS34 is a 4-channel Network CONNECT Series smart amplifier delivering 30 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (15W at 2&Omega;). Per-channel HiZ/LoZ selection and a network-connected design make it well suited to small and medium commercial installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — simplify network setup. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS34 straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>15W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (70V)</th><td>30W</td></tr><tr><th>Power per Channel (100V)</th><td>30W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS34 — LEA Professional 4-channel 30W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs62,true,CS62,SMART AMP | 2 CHANNELS | 60 WATTS PER CHANNEL,"<p>The LEA Professional CS62 is a 2-channel Network CONNECT Series smart amplifier delivering 60 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (30W at 2&Omega;). Per-channel HiZ/LoZ selection and a network-connected design make it well suited to small and medium commercial installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — simplify network setup. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS62 straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>2</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (70V)</th><td>60W</td></tr><tr><th>Power per Channel (100V)</th><td>60W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS62 — LEA Professional 2-channel 60W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs64,true,CS64,SMART AMP | 4 CHANNELS | 60 WATTS PER CHANNEL,"<p>The LEA Professional CS64 is a 4-channel Network CONNECT Series smart amplifier delivering 60 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (30W at 2&Omega;). Per-channel HiZ/LoZ selection and a network-connected design make it well suited to small and medium commercial installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — simplify network setup. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS64 straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (70V)</th><td>60W</td></tr><tr><th>Power per Channel (100V)</th><td>60W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS64 — LEA Professional 4-channel 60W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs122,true,CS122,SMART AMP | 2 CHANNELS | 120 WATTS PER CHANNEL,"<p>The LEA Professional CS122 is a 2-channel Network CONNECT Series smart amplifier delivering 120 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (60W at 2&Omega;). Per-channel HiZ/LoZ selection and a network-connected design make it well suited to small and medium commercial installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — simplify network setup. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS122 straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>2</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (70V)</th><td>120W</td></tr><tr><th>Power per Channel (100V)</th><td>120W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS122 — LEA Professional 2-channel 120W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs124,false,CS124,SMART AMP | 4 CHANNELS | 120 WATTS PER CHANNEL,"<p dir=""auto"">The LEA Professional CS124 is a 4-channel half-rack Network CONNECT Series smart amplifier delivering 120 watts per channel at 4Ω, 8Ω, 25V, 70V, and 100V (60W at 2Ω). Its compact half-rack form factor makes it ideal for low-profile fixed-install applications such as retail, restaurants, conference rooms, and distributed background music where remote cloud management is required.</p><p dir=""auto"">Inputs include 4 balanced XLR and 4 unbalanced RCA on shared channels with selectable mic/line sensitivity. An Analog Devices Sigma 96kHz DSP with a 32-bit core provides 8-band parametric EQ per channel, crossovers up to 48 dB/octave, 100 ms output delay per channel, and real-time load monitoring. The amplifier connects via built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet, and is configured and monitored through the LEA CONNECT cloud platform, browser-based WebUI, SharkWare, or third-party APIs — no proprietary software downloads required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">60W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (25V / 70V / 100V)</p></th><td><p dir=""auto"">120W</p></td></tr><tr><th><p dir=""auto"">Inputs</p></th><td><p dir=""auto"">4 balanced XLR + 4 unbalanced RCA (shared), selectable mic/line</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST 10/100 Ethernet</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sigma 96kHz, 32-bit core; 8-band parametric EQ/channel; up to 48 dB/oct crossovers; 100 ms delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, SharkWare, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">11.82"" × 8.58"" × 1.71"" (half-rack)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">7 lbs / 4.1 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/MEsJPf6C2yFDLlW8fE2BNgKxaM.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs34d,true,CS34D,SMART AMP WITH DANTE | 4 CH | 30 WATTS PER CH,"<p>The LEA Professional CS34D is a 4-channel Dante CONNECT Series smart amplifier delivering 30 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (15W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS34D straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>15W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (70V)</th><td>30W</td></tr><tr><th>Power per Channel (100V)</th><td>30W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS34D — LEA Professional 4-channel 30W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs62d,true,CS62D,SMART AMP WITH DANTE | 2 CH | 60 WATTS PER CH,"<p>The LEA Professional CS62D is a 2-channel Dante CONNECT Series smart amplifier delivering 60 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (30W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS62D straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>2</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>30W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (70V)</th><td>60W</td></tr><tr><th>Power per Channel (100V)</th><td>60W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS62D — LEA Professional 2-channel 60W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs64d,false,CS64D,SMART AMP | 4 CHANNELS | 60 WATTS PER CHANNEL,"<p dir=""auto"">The LEA Professional CS64D is a 4-channel half-rack Dante CONNECT Series smart amplifier delivering 60 watts per channel at 4Ω, 8Ω, 25V, 70V, and 100V, plus 30W at 2Ω. Its compact half-rack chassis makes it ideal for low-profile installations such as huddle rooms, retail, restaurants, and distributed background music systems where Dante audio networking and remote cloud management are required.</p><p dir=""auto"">The unit accepts 4 balanced analog and 4 unbalanced RCA inputs alongside 4 × 4 Dante at 48 kHz (with AES67 support via Dante Controller). An Analog Devices Sigma 96kHz DSP with a 32-bit core offers 8-band parametric EQ per channel, crossovers up to 48 dB/octave, and 100 ms output delay per channel. Through the LEA CONNECT cloud platform, web browser UI, or third-party APIs, integrators can deploy, monitor, and service the system from anywhere without VPN.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">30W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">60W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">60W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (25V / 70V / 100V)</p></th><td><p dir=""auto"">60W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">4 balanced (mic/line) + 4 unbalanced RCA</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">4 × 4 Dante at 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sigma 96kHz, 32-bit core; 8-band parametric EQ/channel; up to 48 dB/oct crossovers; 100 ms delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, SharkWare, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">11.82"" × 8.58"" × 1.71"" (half-rack)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">7 lbs / 3.2 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/MEsJPf6C2yFDLlW8fE2BNgKxaM.png,Black electronic device with blue logo and green lights,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs122d,true,CS122D,SMART AMP WITH DANTE | 2 CH | 120 WATTS PER CH,"<p>The LEA Professional CS122D is a 2-channel Dante CONNECT Series smart amplifier delivering 120 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (60W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS122D straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>2</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (70V)</th><td>120W</td></tr><tr><th>Power per Channel (100V)</th><td>120W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS122D — LEA Professional 2-channel 120W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
