Slug,Product Description,Gallery
cs168d,"<p dir=""auto"">The LEA Professional CS168D is an 8-channel Dante CONNECT Series smart amplifier delivering 160 watts per channel at 4Ω, 8Ω, 70V, and 100V (80W at 2Ω). Its high channel count in a compact 1U chassis makes it ideal for zoned background music, distributed paging, conference centers, retail, and hospitality installations where many independent channels of Dante audio and remote cloud management are required.</p><p dir=""auto"">The amplifier provides 8 balanced analog inputs with selectable 26/34 dB sensitivity plus 8 × 8 Dante at 96/48 kHz (AES67 configurable via Dante Controller). An on-board Analog Devices Sigma 96kHz DSP with a 32-bit core supports 8-band parametric EQ per channel, crossovers up to 48 dB/octave, and real-time load monitoring. Through the LEA CONNECT cloud platform and browser-based WebUI, integrators can configure, monitor, and troubleshoot the system from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS168D_Connect_Series_LEA_Professional_BACK_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS168D_Connect_Series_LEA_Professional_FRONT-BACK_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS168D_Connect_Series_LEA_Professional_FRONT_NOSHADOW.png"
cs702d,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The "",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" 702D is a 2-channel amplifier with 700 watts per channel. As part of the Dante "",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"", the world’s first Internet of Things- (IoT) enabled professional-grade amplifiers, perfectly suited for small to medium-scale installations. The 702D features direct HiZ (70V or 100V) or LoZ selectable by channel. With three ways to connect, you can engage the built-in Wi-Fi access point, connect to the venue’s Wi-Fi, or use the FAST Ethernet to connect to any local area network via Cat5 or Cat6 cable."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""v6c5213574"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Then there’s the Cloud…"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""DANTE"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;is the first professional amplifier family to feature Cloud connectivity. Harness the power of the Cloud for remote control, monitoring, notifications, and more from any of your personal devices. Just connect your amp to a network and start commanding your systems.&nbsp; Register for your free LEA Cloud account at&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""leaprofessional.cloud"",""decorations"":[{""type"":""LINK"",""linkData"":{""link"":{""url"":""http://leaprofessional.cloud"",""target"":""SELF""}}},{""type"":""COLOR"",""colorData"":{""background"":""transparent"",""foreground"":""rgb(0, 156, 194)""}},{""type"":""UNDERLINE""}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""uv3eo13582"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""DANTE"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;also features analog inputs and Dante inputs and external I/O control for remote on/off and fault monitoring."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""3bcf8bf6-bcf6-48bd-bab0-2bab7488e621""},""documentStyle"":{}}</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs352-adsp,"<p dir=""auto"">The LEA Professional CS352-ADSP is a 2-channel Network CONNECT Series smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ""ADSP"" designation indicates the Advanced DSP variant, upgrading the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence and transparency — making it ideal for high-performance live, install, and hi-fi applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — combined with the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow integrators to configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS352_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS352_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs352d-adsp,"<p dir=""auto"">The LEA Professional CS352D-ADSP is the Dante-enabled Advanced DSP variant of the CS352D, a 2-channel smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live, install, and broadcast systems.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz (AES67 via Dante Controller) and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow configuration and monitoring from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS352D_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS352D_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS352D_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs354-adsp,"<p dir=""auto"">The LEA Professional CS354-ADSP is a 4-channel Network CONNECT Series smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ""ADSP"" designation indicates the Advanced DSP variant, upgrading the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence — ideal for high-performance live, install, and hi-fi systems.</p><p dir=""auto"">The amplifier offers three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet. Through the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs, integrators can configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs354d-adsp,"<p dir=""auto"">The LEA Professional CS354D-ADSP is the Dante-enabled Advanced DSP variant of the CS354D, a 4-channel smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ADSP platform pairs an Analog Devices Sharc 96kHz processor — with linear-phase FIR crossover filters at up to 2,048 taps per channel — with native Dante and AES67 audio networking for premium live, install, and broadcast deployments.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world without VPN.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354D_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354D_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354D_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs702-adsp,"<p dir=""auto"">The LEA Professional CS702-ADSP is a 2-channel Network CONNECT Series smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ""ADSP"" variant upgrades to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for outstanding phase accuracy — ideal for premium live, install, and hi-fi systems.</p><p dir=""auto"">The amplifier offers three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — with selectable HiZ/LoZ per channel. Through the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs, integrators can configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs702d-adsp,"<p dir=""auto"">The LEA Professional CS702D-ADSP is the Dante-enabled Advanced DSP variant of the CS702D, a 2-channel smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live and install applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702D_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs704-adsp,"<p dir=""auto"">The LEA Professional CS704-ADSP is a 4-channel Network CONNECT Series smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ""ADSP"" designation upgrades the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence — ideal for high-performance live, install, and hi-fi applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — combined with the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world with no VPN required.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
cs704d-adsp,"<p dir=""auto"">The LEA Professional CS704D-ADSP is the Dante-enabled Advanced DSP variant of the CS704D, a 4-channel smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live, install, and broadcast systems.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world without VPN.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704D_Connect_Series_LEA_Professional_Back_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704D_Connect_Series_LEA_Professional_FrontBack_NOSHADOW.png,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS704D_Connect_Series_LEA_Professional_Front_NOSHADOW.png"
